p,reps,dopt_median_gain_pct,dopt_error_median_gain_pct,latin_median_gain_pct,dopt_win_rate_pct,dopt_error_win_rate_pct,latin_win_rate_pct
5,252,-112.28217962136686,37.785895830055395,-44.020824694453744,19.841269841269842,90.47619047619048,15.476190476190476
10,312,-14.626299130286464,36.1180496350928,1.866931430907742,30.448717948717945,100.0,55.12820512820513
20,333,-6.056593628515551,29.100329817616267,4.482148386876501,37.53753753753754,100.0,72.07207207207207
