device,case,case_label,p,initial_fraction,iteration,selected_n,n_original,n_train_pool,n_eval,hidden,activation,epochs,degree,include_special,n_fullpr_features,n_design_params,initial_n,batch_size,oracle_mse_vs_y_mean,oracle_mse_vs_y_std,oracle_mse_vs_y_count,pilot_mse_fullpr_vs_nn_mean,pilot_mse_fullpr_vs_nn_std,pilot_mse_fullpr_vs_nn_count,pilot_shape_fullpr_vs_nn_mean,pilot_shape_fullpr_vs_nn_std,pilot_shape_fullpr_vs_nn_count,dopt_mse_vs_nn_mean,dopt_mse_vs_nn_std,dopt_mse_vs_nn_count,random_mse_median_mean,random_mse_median_std,random_mse_median_count,mse_gain_vs_random_median_pct_mean,mse_gain_vs_random_median_pct_std,mse_gain_vs_random_median_pct_count,dopt_shape_vs_nn_mean,dopt_shape_vs_nn_std,dopt_shape_vs_nn_count,random_shape_median_mean,random_shape_median_std,random_shape_median_count,shape_gain_vs_random_median_pct_mean,shape_gain_vs_random_median_pct_std,shape_gain_vs_random_median_pct_count,oracle_mse_vs_y_sem,oracle_mse_vs_y_ci95,pilot_mse_fullpr_vs_nn_sem,pilot_mse_fullpr_vs_nn_ci95,pilot_shape_fullpr_vs_nn_sem,pilot_shape_fullpr_vs_nn_ci95,dopt_mse_vs_nn_sem,dopt_mse_vs_nn_ci95,random_mse_median_sem,random_mse_median_ci95,mse_gain_vs_random_median_pct_sem,mse_gain_vs_random_median_pct_ci95,dopt_shape_vs_nn_sem,dopt_shape_vs_nn_ci95,random_shape_median_sem,random_shape_median_ci95,shape_gain_vs_random_median_pct_sem,shape_gain_vs_random_median_pct_ci95,positive_rate
cpu,highdim_poly2,Quadratic,20,0.05,0,375,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,375,500,0.008126319037896358,0.0012210460435740473,6,0.03803794621199425,0.004790898076241125,6,0.019846506925865714,0.0028458385388879293,6,0.010814012907554862,0.002431090960206621,6,0.010897746918801361,0.002504930468321395,6,-0.34833032505474365,12.82014691007241,6,0.0071262179542209364,0.0016446270111009358,6,0.007234770355263172,0.0016591089254736153,6,0.36777564841863103,13.879264474529284,6,0.0004984899598667685,0.0009770403213388663,0.0019558759494120496,0.003833516860847617,0.001161808718437175,0.002277145088136863,0.0009924887284665045,0.0019452779077943488,0.0010226335814230534,0.0020043618195891844,5.2338030595326375,10.258253996683969,0.0006714161657326497,0.0013159756848359933,0.0006773283825179402,0.0013275636297351628,5.666185994622407,11.105724549459918,0.5
cpu,highdim_poly2,Quadratic,20,0.05,1,875,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,375,500,0.008126319037896358,0.0012210460435740473,6,0.03803794621199425,0.004790898076241125,6,0.019846506925865714,0.0028458385388879293,6,0.004229051654417298,0.0009488767053837234,6,0.004653112140825636,0.0010052160239023237,6,9.202850041536779,1.7099548630802321,6,0.0028907789570466226,0.000759473564773303,6,0.0030974557984522126,0.000697027286202676,6,7.189096748242405,4.946066870319864,6,0.0004984899598667685,0.0009770403213388663,0.0019558759494120496,0.003833516860847617,0.001161808718437175,0.002277145088136863,0.00038737729283388773,0.00075925949395442,0.0004103777233050053,0.0008043403376778104,0.6980861496228737,1.3682488532608326,0.0003100537844711969,0.0006077054175635459,0.0002845601979989083,0.0005577379880778602,2.019223344328034,3.9576777548829463,1.0
cpu,highdim_poly2,Quadratic,20,0.05,2,1375,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,375,500,0.008126319037896358,0.0012210460435740473,6,0.03803794621199425,0.004790898076241125,6,0.019846506925865714,0.0028458385388879293,6,0.003824546865912569,0.0008671770346498022,6,0.004087932760326772,0.0009349377645984696,6,6.290035366705699,2.57574596557999,6,0.0026088725556398643,0.0006762120055692929,6,0.0027637564020562104,0.0006276958850825339,6,5.978024071219875,5.524450707797875,6,0.0004984899598667685,0.0009770403213388663,0.0019558759494120496,0.003833516860847617,0.001161808718437175,0.002277145088136863,0.0003540235419253039,0.0006938861421735957,0.00038168674408743084,0.0007481060184113645,1.0515438871172231,2.0610260187497573,0.00027606239526480406,0.0005410822947190159,0.0002562557720161459,0.0005022613131516459,2.255347557210361,4.420481212132308,1.0
cpu,highdim_poly2,Quadratic,20,0.05,3,1875,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,375,500,0.008126319037896358,0.0012210460435740473,6,0.03803794621199425,0.004790898076241125,6,0.019846506925865714,0.0028458385388879293,6,0.0036932247161240495,0.0008419596516847841,6,0.0038756737057358934,0.0008963203175579383,6,4.5858154393103225,1.778596540987477,6,0.002476613522641743,0.000551776251578344,6,0.0026297982837912137,0.0005893485086038451,6,5.671124112338485,2.685953815159473,6,0.0004984899598667685,0.0009770403213388663,0.0019558759494120496,0.003833516860847617,0.001161808718437175,0.002277145088136863,0.0003437285884398627,0.0006737080333421309,0.00036592123735105516,0.0007172056252080681,0.7261089972830777,1.4231736346748323,0.00022526171142541737,0.000441512954393818,0.00024060052112494704,0.0004715770214048962,1.0965360533037456,2.1492106644753415,1.0
cpu,highdim_poly2,Quadratic,20,0.05,4,2375,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,375,500,0.008126319037896358,0.0012210460435740473,6,0.03803794621199425,0.004790898076241125,6,0.019846506925865714,0.0028458385388879293,6,0.003633480781501462,0.0008390273511993142,6,0.003763440283669636,0.0008637261959603948,6,3.451614650302012,1.068049054999895,6,0.0024647850928671247,0.0005749424924551297,6,0.002558758774869787,0.0006458015747092251,6,3.1739248771696844,3.1384811579812193,6,0.0004984899598667685,0.0009770403213388663,0.0019558759494120496,0.003833516860847617,0.001161808718437175,0.002277145088136863,0.00034253148177954327,0.0006713617042879048,0.00035261474292968675,0.0006911248961421861,0.4360292008352516,0.8546172336370931,0.00023471928965983918,0.0004600498077332848,0.0002636473888539119,0.0005167488821536673,1.2812795673988782,2.5113079521018014,1.0
cpu,highdim_poly2,Quadratic,20,0.05,5,2875,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,375,500,0.008126319037896358,0.0012210460435740473,6,0.03803794621199425,0.004790898076241125,6,0.019846506925865714,0.0028458385388879293,6,0.003589336937780189,0.000851685140199672,6,0.0036818610558853188,0.0008740109384960875,6,2.4913336859234563,0.5315437667854195,6,0.0024098779005384823,0.0006014768415565089,6,0.0024396901594063423,0.0005766367725831616,6,1.5871518638971,4.258055093279621,6,0.0004984899598667685,0.0009770403213388663,0.0019558759494120496,0.003833516860847617,0.001161808718437175,0.002277145088136863,0.0003476990024999916,0.0006814900448999836,0.0003568134714877443,0.0006993544041159788,0.21700183409686982,0.42532359482986487,0.0002455518923190486,0.0004812817089453353,0.00023541097662567508,0.00046140551418632315,1.7383437125323502,3.4071536765634063,1.0
cpu,highdim_poly2,Quadratic,20,0.1,0,750,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,750,500,0.008126319037896358,0.0012210460435740473,6,0.004651492964031038,0.0011246084511244705,6,0.0029489049791361134,0.0007602804105319512,6,0.004904941694284,0.0014015069473134357,6,0.005005585253947504,0.0011348301694345277,6,3.2436663213085453,7.208166192526178,6,0.003261360350144902,0.0009371655752556884,6,0.00338998061756751,0.0007815148296078901,6,5.009697914834053,6.639914688080127,6,0.0004984899598667685,0.0009770403213388663,0.00045911947761277796,0.0008998741761210448,0.00031038317787283307,0.0006083510286307527,0.0005721628153139375,0.0011214391180153175,0.00046329247663846196,0.0009080532542113854,2.942721525478225,5.767734189937321,0.0003825962439797176,0.0007498886382002464,0.00031905209315957837,0.0006253421025927736,2.7107338202346063,5.313038287659828,0.6666666666666666
cpu,highdim_poly2,Quadratic,20,0.1,1,1250,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,750,500,0.008126319037896358,0.0012210460435740473,6,0.004651492964031038,0.0011246084511244705,6,0.0029489049791361134,0.0007602804105319512,6,0.0039069449335987555,0.0009104635830219415,6,0.004147774613492105,0.0010385825614712644,6,5.287602281352176,3.234428597058462,6,0.0026913652879683946,0.0007126125071443142,6,0.0028083537666925983,0.0007450637899154939,6,3.639123902728923,7.8022988003456595,6,0.0004984899598667685,0.0009770403213388663,0.00045911947761277796,0.0008998741761210448,0.00031038317787283307,0.0006083510286307527,0.0003716952012983111,0.0007285225945446897,0.00042399955522622366,0.0008310391282433983,1.3204499453765481,2.5880818929380345,0.0002909228378048337,0.000570208762097474,0.0003041710185195272,0.0005961751962982733,3.185275146929365,6.243139287981555,0.8333333333333334
cpu,highdim_poly2,Quadratic,20,0.1,2,1750,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,750,500,0.008126319037896358,0.0012210460435740473,6,0.004651492964031038,0.0011246084511244705,6,0.0029489049791361134,0.0007602804105319512,6,0.003719490575436583,0.0008486851731164233,6,0.003887702944968055,0.0009501305731745123,6,3.8201191911467234,3.3624200418774066,6,0.002513787565253506,0.0005303423292887237,6,0.0026146342209114708,0.0006616761794498522,6,2.7667050250512317,6.375929955783194,6,0.0004984899598667685,0.0009770403213388663,0.00045911947761277796,0.0008998741761210448,0.00031038317787283307,0.0006083510286307527,0.00034647427106680744,0.0006790895712909426,0.00038788918221594495,0.0007602627971432521,1.372702233917882,2.6904963784790485,0.0002165113492927446,0.0004243622446137794,0.00027012816910106243,0.0005294512114380823,2.602962504565823,5.101806508949013,0.8333333333333334
cpu,highdim_poly2,Quadratic,20,0.1,3,2250,10000,7500,2500,"128,64,32",tanh,1000,2,True,270,271,750,500,0.008126319037896358,0.0012210460435740473,6,0.004651492964031038,0.0011246084511244705,6,0.0029489049791361134,0.0007602804105319512,6,0.0036341539916780615,0.0008356976307255284,6,0.003748363465113419,0.0009152434277493141,6,2.6154602934717697,2.774431492397732,6,0.002486561702232462,0.0006092472346911473,6,0.0025678253906186344,0.000624042320136405,6,2.901067475456466,5.182788922833641,6,0.0004984899598667685,0.0009770403213388663,0.00045911947761277796,0.0008998741761210448,0.00031038317787283307,0.0006083510286307527,0.0003411721290883977,0.0006686973730132594,0.0003736465647369436,0.0007323472668844095,1.1326569137804783,2.2200075510097372,0.00024872414203249685,0.00048749931838369383,0.0002547642103727901,0.0004993378523306686,2.1158647175818803,4.147094846460486,0.8333333333333334
