case,case_label,p,activation,hidden,max_order,include_special,data_seed,init_seed,n,n_train,n_eval,nn_mse_vs_y,fpr_mse_vs_y,fpr_mse_vs_nn,shape_nn_fpr,abs_rmse_gap,close_threshold,is_close,budget,status,candidate_domain,n_candidates,budget_multiplier,n_parameters,dopt_mse_vs_nn,dopt_shape_vs_nn,latin_mse_vs_nn,latin_shape_vs_nn,random_mse_median,random_mse_q25,random_mse_q75,random_mse_mean,random_shape_median,random_shape_q25,random_shape_q75,random_shape_mean,dopt_gain_vs_random_median_pct,latin_gain_vs_random_median_pct,dopt_shape_gain_vs_random_median_pct,latin_shape_gain_vs_random_median_pct,elapsed_sec_run
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,0,1,1000,750,250,1.4753943105461076e-05,1.3225280045979196e-07,1.4047043362499588e-05,2.9015259989000007e-05,0.0034774204069760077,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,0.000178439612012994,0.000338186629365326,0.0022844723820662776,0.0046101918385633225,0.0028457293436182605,0.000724678402745035,0.016250927676411876,0.08648024877994681,0.0054809907864361174,0.0013810031795671932,0.03216220177531309,0.0556399372849131,93.72956488595247,19.722780833343815,93.82982671304173,15.887619260878395,1.986828200009768
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,0,1,1000,750,250,1.4753943105461076e-05,1.3225280045979196e-07,1.4047043362499588e-05,2.9015259989000007e-05,0.0034774204069760077,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,2.0552340180540752e-05,4.061142452625144e-05,1.6152370226273687e-05,3.3733705959204645e-05,8.811647426387669e-05,3.949895812120306e-05,0.00020063897150019556,0.0002703532316617891,0.00017392164026974955,7.714648054494068e-05,0.00040345630227288495,0.000529597389169306,76.67593903156634,81.66929582554197,76.64958514462961,80.60407784397373,2.1369233000004897
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,0,1,1000,750,250,1.4753943105461076e-05,1.3225280045979196e-07,1.4047043362499588e-05,2.9015259989000007e-05,0.0034774204069760077,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,1.731880972740227e-05,3.546012457143439e-05,4.5444087413001554e-05,9.191515625923738e-05,4.677315557057186e-05,2.852616194457165e-05,8.870399236355001e-05,9.038805217860386e-05,9.052167971215507e-05,5.79570526507146e-05,0.00018037719320620067,0.00018039737034960466,62.972757522695986,2.841519117873058,60.826926009115056,-1.5393843237480174,2.293089900005725
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,0,1,1000,750,250,1.4753943105461076e-05,1.3225280045979196e-07,1.4047043362499588e-05,2.9015259989000007e-05,0.0034774204069760077,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,1.784364527332449e-05,3.6647258981883875e-05,2.1217943304269007e-05,4.4254766067515826e-05,3.6575440451073706e-05,2.3285320074394074e-05,5.861310837261302e-05,5.389368245085484e-05,7.426734885961672e-05,4.772413831216736e-05,0.00011779541334863034,0.00010869099252648508,51.21413425712916,41.98855012381365,50.65495194778519,40.41154457907464,2.4517430999985663
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,0,1000,750,250,1.226136191689875e-05,1.7706963772846683e-07,1.0302423934199085e-05,2.7787801389372428e-05,0.0030808263221480587,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,0.0022757673923330516,0.004460911963714363,27.450220813586377,0.8150746367291262,0.00044196604387385205,0.0001533928370865098,0.0016661434923200254,0.03425708172892221,0.0010016886743671764,0.00035864552073240305,0.0036380489412255828,0.028802620515020007,-414.91905857424,-6210834.345313945,-345.33916354126444,-81270.05614484512,2.281247999999323
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,0,1000,750,250,1.226136191689875e-05,1.7706963772846683e-07,1.0302423934199085e-05,2.7787801389372428e-05,0.0030808263221480587,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,2.0683821113951486e-05,4.1687445852241054e-05,1.101465274534639e-05,2.53697312538599e-05,2.6475734725163447e-05,1.821006622012764e-05,4.2559917815700635e-05,4.264319884753177e-05,6.766833116013724e-05,4.719540375386545e-05,0.0001042445464307825,0.00010266034702182035,21.876309274647355,58.397178172065296,38.39445256365547,62.508708551091075,2.455762900004629
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,0,1000,750,250,1.226136191689875e-05,1.7706963772846683e-07,1.0302423934199085e-05,2.7787801389372428e-05,0.0030808263221480587,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,9.646463372619599e-06,2.436994292472761e-05,9.871475930898269e-06,2.132902556528186e-05,1.6629719520023972e-05,1.2606294004624565e-05,2.2594457203244154e-05,1.9598952232039386e-05,4.193756329249846e-05,3.291852336309824e-05,5.6711694330486396e-05,4.965002685263752e-05,41.992627350063124,40.63955246501933,41.88994063685441,49.14099940304098,2.683564299994032
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,0,1000,750,250,1.226136191689875e-05,1.7706963772846683e-07,1.0302423934199085e-05,2.7787801389372428e-05,0.0030808263221480587,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,9.398316120942076e-06,2.2027733368496787e-05,1.1993749136054104e-05,2.6415393599016468e-05,1.4561567173492664e-05,1.1343893726606703e-05,1.79203902325326e-05,1.6085677660052445e-05,3.7826531403394575e-05,2.895075255994111e-05,4.5052129312672314e-05,4.097420558895578e-05,35.4580725483283,17.634214826223655,41.76644658854445,30.167021349872076,2.912716699996963
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,1,1000,750,250,6.777921498724027e-06,1.7706963772846683e-07,7.203243463125827e-06,1.9473303647077366e-05,0.0021826477282145054,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,0.0050547190158245995,0.010073479365209173,0.000513924093004621,0.0011975576103694712,0.0026405207212217797,0.0005525213960394357,0.0136620895339949,0.37618014535767785,0.0061044778114727445,0.0013296968862728964,0.030657048862344206,0.08357365364099449,-91.42887140403732,80.53701723019138,-65.01787173797396,80.38230873542068,1.8547114999964833
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,1,1000,750,250,6.777921498724027e-06,1.7706963772846683e-07,7.203243463125827e-06,1.9473303647077366e-05,0.0021826477282145054,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,2.176862036141327e-05,3.728267846900629e-05,1.0685707433633971e-05,2.587887283271495e-05,3.551173745645225e-05,2.048216485297319e-05,6.896158991797427e-05,6.206905846861782e-05,8.843112187103926e-05,5.241526735990915e-05,0.00015781392664179392,0.0001500922531852365,38.700210351273434,69.90936462419567,57.839867141597146,70.73555973828469,1.9954273999901488
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,1,1000,750,250,6.777921498724027e-06,1.7706963772846683e-07,7.203243463125827e-06,1.9473303647077366e-05,0.0021826477282145054,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,1.4064024068946176e-05,2.6271078772507668e-05,9.903907010759171e-06,2.369733690411828e-05,1.757860861913807e-05,1.3055025648224333e-05,2.5896694943039994e-05,2.2580701803480815e-05,4.7063388035289095e-05,3.3119957169825895e-05,6.753199960860489e-05,5.764846640895792e-05,19.99353092351983,43.65932352588672,44.179371972096284,49.64804300457602,2.1419127999979537
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,1,1,1000,750,250,6.777921498724027e-06,1.7706963772846683e-07,7.203243463125827e-06,1.9473303647077366e-05,0.0021826477282145054,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,9.983429164613046e-06,2.2750498784562238e-05,9.507722660859138e-06,2.2263468528138162e-05,1.2096466501665094e-05,1.0128996364986544e-05,1.880014975302741e-05,1.5274624286624626e-05,3.2245756818852176e-05,2.7065266034113263e-05,4.8855592895865235e-05,3.9840131628554374e-05,17.468219638860536,21.40082676581308,29.446534896456907,30.95690495587303,2.2997086999966996
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,2,0,1000,750,250,0.0005269288085401058,3.5945309274788876e-06,0.0005054230963404234,0.001315918715466705,0.02105900511862085,0.0005,False,,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,2,1,1000,750,250,0.00023392481671180576,3.5945309274788876e-06,0.00022474516513187003,0.0005940385756557227,0.013398676079546762,0.0005,False,,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,0,1000,750,250,0.00010931302676908672,1.5557041462011447e-06,9.587083087535364e-05,0.00021510104940977265,0.009208008328427943,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,0.00023569989778353598,0.0004478485832862173,0.01247966452722893,0.026433776826753304,0.0065554001630783836,0.001418167662269219,0.04023064824103063,1.8035643253456917,0.014389589705917081,0.003055828985437049,0.07643242620366686,0.1036048960473954,96.40449260273911,-90.37227654716568,96.88769038979576,-83.70069867859807,1.634420099988347
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,0,1000,750,250,0.00010931302676908672,1.5557041462011447e-06,9.587083087535364e-05,0.00021510104940977265,0.009208008328427943,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,0.00012272507850826354,0.00023616344836215454,0.0001317221648979384,0.00028614167979765573,0.0002155979766713523,0.00014585637009219922,0.00033492543060694796,0.00028380404216139446,0.00046551821232278733,0.00033857348289546255,0.0007140574936861008,0.0006204305701403238,43.07688763919151,38.9038028410027,49.268698385875325,38.53265624777599,1.7633805999939796
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,0,1000,750,250,0.00010931302676908672,1.5557041462011447e-06,9.587083087535364e-05,0.00021510104940977265,0.009208008328427943,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,0.0001232927286257226,0.0002543388023727604,0.00012762495579258,0.00028915606315074374,0.00014971501541721847,0.000128614810368214,0.00018048386325698532,0.00017001739588667637,0.00033227412867258086,0.0002836997522059221,0.0004002044950046206,0.0003766444281662888,17.648387984240276,14.754738903829374,23.455129236563895,12.976654455190872,1.9171696999983396
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,0,1000,750,250,0.00010931302676908672,1.5557041462011447e-06,9.587083087535364e-05,0.00021510104940977265,0.009208008328427943,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,0.0001126779165827265,0.00023853135054558108,0.00012580512135319233,0.00027796070599245325,0.00013092531271829763,0.00011754668685927085,0.00015271060874929058,0.00014035870114871877,0.00028719103388662333,0.0002608404849533597,0.0003424417284990924,0.0003112779469118769,13.937256101753759,3.9107726831419063,16.943315632984564,3.2140028082541097,2.0805656999873463
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,1,1000,750,250,0.00011943509161937982,1.5557041462011447e-06,0.0001052567486336888,0.00023940391145186785,0.009681357614775312,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,0.0001740652466318016,0.0003558815025924005,0.0002918666492404118,0.0006152916646543476,0.002606032603426867,0.0008433341743677882,0.013550108920133083,0.8912431777191244,0.005493229788416447,0.0016902982194522032,0.027198010020746854,0.06116354619103487,93.32068039352576,88.80034544247012,93.52145247331823,88.79909109297027,1.6941067000007024
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,1,1000,750,250,0.00011943509161937982,1.5557041462011447e-06,0.0001052567486336888,0.00023940391145186785,0.009681357614775312,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,0.00011071146503056025,0.0002547315629778985,0.000134553331774846,0.0003022272258401387,0.00013290009955680662,0.00010920162034991934,0.00018038662769539164,0.00017160186355484234,0.0002937269508486226,0.0002499428807566115,0.000399378887979792,0.0003790772846885056,16.69572453311978,-1.2439661245947509,13.276067367349295,-2.8939377087997826,1.8198428000032436
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,1,1000,750,250,0.00011943509161937982,1.5557041462011447e-06,0.0001052567486336888,0.00023940391145186785,0.009681357614775312,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,0.00011441106578475058,0.0002592605729861262,0.00011611154720114697,0.0002578346144988147,0.00012185365882608524,0.00010542262799342451,0.0001354292875522038,0.00012538207308160712,0.00027128588720338955,0.00023934865647619712,0.0002987707034258478,0.0002811650714250288,6.107812529418623,4.712301362352736,4.432709103016364,4.958338542133634,1.9772013000037987
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,3,1,1000,750,250,0.00011943509161937982,1.5557041462011447e-06,0.0001052567486336888,0.00023940391145186785,0.009681357614775312,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,0.00011834537175894774,0.0002652850649457493,0.00013515806736912874,0.00030185042934906633,0.00011722930470527254,0.0001053094719296864,0.00012906500615989273,0.00012253279529418905,0.0002642808999902676,0.00023831383173243573,0.0002913304985404809,0.00027492695834902025,-0.9520375954469043,-15.293755011966589,-0.3799612289494369,-14.215756553039675,2.1597651000047335
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,0,1000,750,250,1.3361123819777276e-05,9.31926107203524e-08,1.2468603289924944e-05,2.820977156358777e-05,0.0033500124569579084,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,1.5071273002948182e-05,3.026104029092276e-05,6.513081785307111e-05,0.00010627452937693986,0.0052758687286976235,0.0007792345968255991,0.030567909805917913,3449.453197458359,0.010292355054751352,0.0015365053269237464,0.05806505323830683,0.1073744217408191,99.71433570890477,98.76549586044858,99.70598526644342,98.96744205955197,1.6170064000034472
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,0,1000,750,250,1.3361123819777276e-05,9.31926107203524e-08,1.2468603289924944e-05,2.820977156358777e-05,0.0033500124569579084,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,1.0050420567750155e-05,2.091993657446976e-05,1.091051846114811e-05,2.2804766990605248e-05,4.012273577067802e-05,2.6982509701261666e-05,7.143933031233783e-05,7.068791176681244e-05,8.304443910781909e-05,5.886776981180904e-05,0.00015284260945475854,0.00014753335269925076,74.95080937353461,72.80714225593361,74.80874481275166,72.53907999667848,1.7531568000122206
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,0,1000,750,250,1.3361123819777276e-05,9.31926107203524e-08,1.2468603289924944e-05,2.820977156358777e-05,0.0033500124569579084,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,9.201653216830682e-06,1.9267345158219697e-05,1.9542708453798613e-05,4.487784270816451e-05,2.373267619899279e-05,1.819010215735453e-05,3.805783012030883e-05,3.264459022081698e-05,5.1462558538997675e-05,4.05945661805989e-05,7.91969100508966e-05,6.900305128391893e-05,61.22791572397049,17.654847308673933,62.56046006026081,12.795158301045893,1.886548300011782
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,0,1000,750,250,1.3361123819777276e-05,9.31926107203524e-08,1.2468603289924944e-05,2.820977156358777e-05,0.0033500124569579084,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,8.385455355663632e-06,1.8248126348123284e-05,1.5969312867491174e-05,3.572290693995054e-05,2.200005249640595e-05,1.7372104221810194e-05,3.02637273985718e-05,2.6531609456060316e-05,4.903615634903254e-05,3.8575210451506315e-05,6.480549153315817e-05,5.724854267859146e-05,61.8843847893839,27.41238744725719,62.78638517620415,27.14986328520561,2.020419000007678
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,1,1000,750,250,1.739818799251225e-05,9.31926107203524e-08,1.634944103154314e-05,3.607304005053268e-05,0.003865838871480334,0.0005,True,26.0,used_close,training_data_region,750.0,1.0,26.0,3.1455406991047054e-05,6.428200761076183e-05,0.0001398794350029402,0.00026055027800025294,0.0024576133966790195,0.0008062397727412472,0.02127502274295973,15.658771281270417,0.004844856832577243,0.0015447067811632754,0.03897468576825844,0.0738534231529458,98.72008318991291,94.3083222449894,98.67319077049865,94.62212637020995,1.6540067000023555
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,1,1000,750,250,1.739818799251225e-05,9.31926107203524e-08,1.634944103154314e-05,3.607304005053268e-05,0.003865838871480334,0.0005,True,52.0,used_close,training_data_region,750.0,2.0,26.0,1.4736102667535712e-05,3.365333592821501e-05,1.4724170971085054e-05,3.319276742515019e-05,4.824289960233684e-05,3.07798491994031e-05,9.180842755850803e-05,8.197677154402239e-05,9.933937252968191e-05,6.502619210108266e-05,0.00018980240913361163,0.00016881658241640364,69.45435952439745,69.4790920685625,66.1228623946063,66.5864937739239,1.776490800009924
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,1,1000,750,250,1.739818799251225e-05,9.31926107203524e-08,1.634944103154314e-05,3.607304005053268e-05,0.003865838871480334,0.0005,True,78.0,used_close,training_data_region,750.0,3.0,26.0,1.4700436573462463e-05,3.2838781200090124e-05,1.3144734300144068e-05,2.5862934979210012e-05,3.1835412647381084e-05,1.92686941518085e-05,4.395458323458913e-05,3.73628377983347e-05,6.598141304120747e-05,4.221590459585916e-05,9.585947417657223e-05,7.899549502869336e-05,53.82363427705786,58.71033793172645,50.2302547240368,60.80269611222513,1.9014937000029022
paper_poly4,Poly4,3,tanh,"16,8,4",3,True,4,1,1000,750,250,1.739818799251225e-05,9.31926107203524e-08,1.634944103154314e-05,3.607304005053268e-05,0.003865838871480334,0.0005,True,104.0,used_close,training_data_region,750.0,4.0,26.0,1.5298266935860587e-05,3.421242019010678e-05,1.1717681649760007e-05,2.4552343100878588e-05,2.448887430097189e-05,1.937324421588898e-05,3.642239980335316e-05,3.277490398779904e-05,5.2926606862156746e-05,4.252780206031344e-05,7.709650277052338e-05,6.955911584799763e-05,37.52972575283526,52.1509992425623,35.35875012881445,53.610585381331425,2.033836300004623
