case,case_label,dataset_family,p,device,cuda_name,data_seed,init_seed,n,n_train,n_eval,hidden,activation,epochs,degree,include_special,n_fullpr_features,n_design_params,oracle_mse_vs_y,full_fpr_mse_vs_y,full_fpr_mse_vs_nn,shape_nn_fpr,abs_rmse_gap,close_threshold,is_close,status,candidate_domain,n_candidates,budget,budget_multiplier,criteria,dopt_mse_vs_nn,dopt_shape_vs_nn,aopt_mse_vs_nn,aopt_shape_vs_nn,iopt_mse_vs_nn,iopt_shape_vs_nn,latin_mse_vs_nn,latin_shape_vs_nn,random_mse_median,random_mse_q25,random_mse_q75,random_mse_mean,random_shape_median,random_shape_q25,random_shape_q75,random_shape_mean,dopt_gain_vs_random_median_pct,dopt_shape_gain_vs_random_median_pct,aopt_gain_vs_random_median_pct,aopt_shape_gain_vs_random_median_pct,iopt_gain_vs_random_median_pct,iopt_shape_gain_vs_random_median_pct,latin_gain_vs_random_median_pct,latin_shape_gain_vs_random_median_pct,elapsed_sec_run
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,0.0003142165469776525,0.011970785785277173,0.012222597283667916,0.01615687244991803,0.09168493188825304,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,0.00017467663760325735,0.011967947272555023,0.012061026780940782,0.016632278874870454,0.09618158470643376,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,4.862171939384535e-05,0.0005380534544479936,0.0004446214484330947,0.0005813971388742674,0.016223051667648567,0.005,True,used_close,training_data_region,7500.0,172.0,2.0,"dopt,aopt,iopt,latin",0.002008694521204753,0.0022662874183920307,0.002377031040612464,0.0030238744100543466,0.0015634976709915462,0.001724866712061391,0.0005863136176839475,0.0008706586573412655,0.001207757957079403,0.0009927600249650679,0.001536076716069755,0.0013804320220234428,0.001661151090315947,0.0013444949265893728,0.002179405576426605,0.0018451062194833378,-66.31598321754574,-36.42873496600409,-96.81352763434437,-82.03488097396443,-29.45455352431642,-3.8356307332239963,51.454377572326706,47.5870279099255,2.647635800007265
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,4.862171939384535e-05,0.0005380534544479936,0.0004446214484330947,0.0005813971388742674,0.016223051667648567,0.005,True,used_close,training_data_region,7500.0,258.0,3.0,"dopt,aopt,iopt,latin",0.0018784554977043818,0.0018300239002985279,0.0017346027217676288,0.0020637374895099937,0.0012666511518122153,0.001486291589418486,0.0007456872698490218,0.0013903614011163356,0.0008523769163634278,0.0007962302119683824,0.0010261384151487548,0.0009480117454353062,0.0010653336200503443,0.000900421060802969,0.0013558640057376211,0.0011773638639183063,-120.37850411512845,-71.77941875260133,-103.50184155245782,-93.71748442637791,-48.60223540734103,-39.514191746642574,12.516721706822567,-30.509483127983092,3.087197200016817
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,4.862171939384535e-05,0.0005380534544479936,0.0004446214484330947,0.0005813971388742674,0.016223051667648567,0.005,True,used_close,training_data_region,7500.0,344.0,4.0,"dopt,aopt,iopt,latin",0.0015058516197458435,0.001634775508920434,0.0012699537981594395,0.001551755354400963,0.0012072411272432036,0.0015694999187913648,0.0006821420710534906,0.0007939320924345546,0.0008876108536897923,0.0007094533312683638,0.0010867668878157728,0.0009379236825289152,0.0011475883406684814,0.0008495265495092986,0.0013586033052378176,0.0012023573828950805,-69.6522314352093,-42.453129836449996,-43.0755147799568,-35.2188149190371,-36.01018083822549,-36.76506314774127,23.148520748948634,30.817344138222825,3.530460600013612
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,0.00011284761966329275,0.0005374699651810369,0.0005384616233331974,0.0006399698786182381,0.012560422455451784,0.005,True,used_close,training_data_region,7500.0,172.0,2.0,"dopt,aopt,iopt,latin",0.002138961951062094,0.002664065552492258,0.002630103591288514,0.0032414876239190323,0.0016658412037193048,0.002394339706827498,0.0013445730377389198,0.0014390762042870314,0.0014240925471466063,0.0011889849325565117,0.0017856014997952026,0.001575891979508122,0.001985235684879482,0.0015199838486367827,0.002444198494472238,0.002018112226147266,-50.1982406514128,-34.19391827293221,-84.68628296372599,-63.27973794788068,-16.97562823828269,-20.607327636912384,5.583872309915276,27.51106504644592,2.720751500019105
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,0.00011284761966329275,0.0005374699651810369,0.0005384616233331974,0.0006399698786182381,0.012560422455451784,0.005,True,used_close,training_data_region,7500.0,258.0,3.0,"dopt,aopt,iopt,latin",0.001939977569690945,0.0020875806242230148,0.001859572358299051,0.002289858340836409,0.0013295507210728617,0.0020100907358041164,0.0006826045248287959,0.0009622134629361088,0.0010310916398011325,0.0009139206900371146,0.001164402643862586,0.001100796621068838,0.0012568868646379186,0.0009254809767973927,0.00154201223078898,0.001346083454885026,-88.14792932130749,-66.09137090667272,-80.34986285580865,-82.18492095516226,-28.945931646705354,-59.926147082711324,33.797879986646926,23.44470373526409,3.165222600015113
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,0.00011284761966329275,0.0005374699651810369,0.0005384616233331974,0.0006399698786182381,0.012560422455451784,0.005,True,used_close,training_data_region,7500.0,344.0,4.0,"dopt,aopt,iopt,latin",0.001578501502690787,0.0016161844659964835,0.001358447142834814,0.0017043226383321821,0.001288455510845537,0.0016210695698413592,0.0006369215692624792,0.00048183019480270553,0.0008722627199308133,0.0008074173899989234,0.0010515690694873963,0.0009433093872279181,0.00108744944258553,0.0009879947078698208,0.001454119133025438,0.0012408343428998582,-80.96629222168197,-48.62157289389272,-55.73830129328056,-56.72660921872089,-47.714155541089234,-49.070798729464514,26.980535255135173,55.69171531716439,3.619969099992886
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,4.7500714248129475e-05,0.005681824837676539,0.0055957949262649105,0.008230854688658966,0.06848580410154184,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_nonlinear,Random nonlinear,gpu_geometry,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,85,86,0.0001415196530108873,0.00568996156730233,0.005614450262590467,0.007826721424944044,0.06353563060948095,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_poly2,Quadratic,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.016009006178824746,0.004613125342082872,0.0110433801030664,0.005460716044248536,0.058606709234042334,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_poly2,Quadratic,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.013760842770934097,0.00460943993938001,0.008881885974371562,0.006235511213336077,0.04941376229453259,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_poly2,Quadratic,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.01906106303986794,0.00510545764035016,0.013813710209808289,0.01053500704384181,0.06660932357280525,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_poly2,Quadratic,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.013709492785936223,0.005114461235666797,0.008528961718858818,0.005797097841050926,0.04557208174215535,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_poly2,Quadratic,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.01278953705199582,0.0040861845065480774,0.008834996169519611,0.005103463410923664,0.049167564940402864,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_poly2,Quadratic,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.013463561733388679,0.004076698155785271,0.009459451148169935,0.0057241599461641595,0.05218356282936176,0.005,False,skipped_nonclose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0020335617382624092,0.0011958427090709768,0.0008366201117383442,0.0005203394376615907,0.01051407131935523,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0011665109555750253,0.0007267925964146955,0.0013114468371505433,0.0008461520880623073,0.0017173431730388784,0.0011700127251770727,0.0012821819426905138,0.0008737462682432101,0.001466888579223374,0.0014181610383050638,0.0015336445860853305,0.00148380119492004,0.0009674593794178536,0.0009398472949950885,0.0010445567862602508,0.0009783439572505922,20.477194239754734,24.876164118432946,10.596697273021752,12.538747769290342,-17.0738662338011,-20.936625357966022,12.591729129873714,9.686516371471146,4.125260100001469
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0020335617382624092,0.0011958427090709768,0.0008366201117383442,0.0005203394376615907,0.01051407131935523,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.0010206502577230405,0.0006706848698780028,0.001112405582232668,0.0007478262478818076,0.0013175095201873822,0.0009085358625869058,0.001008731642690802,0.0007509971150110172,0.0011582045744513774,0.0011374750198569748,0.0011895295504065675,0.0011652498724461528,0.0007772815851966456,0.0007436973035533485,0.000803220135186379,0.0007822471586333706,11.876512989382222,13.714041005059284,3.9543093879078883,3.789532374858214,-13.754473885709261,-16.886322780573014,12.905572560994102,3.3815892060505526,5.900519500020891
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0020335617382624092,0.0011958427090709768,0.0008366201117383442,0.0005203394376615907,0.01051407131935523,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.0009688549693116427,0.0006450787423502752,0.0009949927192552685,0.0006579524844084372,0.0010755043979807685,0.0006920083871594449,0.0010016212178324952,0.0006666486497232613,0.0010387081132468097,0.0010161866367751717,0.0010645341182636892,0.0010402435698272173,0.0006975955215435359,0.0006665798526554532,0.0007145892679272979,0.0006939761990497641,6.725002245030991,7.528256356500012,4.208631225079673,5.682811301222574,-3.5425047965535215,0.800913166949314,3.5704828855517188,4.436219967668351,8.194772400020156
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002196956269083352,0.0011918520969089752,0.001088274684800291,0.0007717720781635271,0.012348489099590021,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0014191609036350397,0.0009825461854605924,0.0015489140633865369,0.0010550680087701566,0.0018080265621688973,0.0012348036422297987,0.0017577090707508517,0.0011063071615122488,0.0017613302904284363,0.0016908889277611092,0.0018449385443797398,0.0017743159726958636,0.0011736840184809088,0.0011025205922272335,0.0012413749845702694,0.0011851771558318714,19.426758777319687,16.28528888616076,12.059988305216168,10.106298445153582,-2.6511933618709493,-5.207502427101001,0.20559571917109007,5.740630008395731,4.208138400019379
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002196956269083352,0.0011918520969089752,0.001088274684800291,0.0007717720781635271,0.012348489099590021,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.001299991029526502,0.0009211404827598232,0.001329872193960813,0.0008710606296871754,0.0015106485350741689,0.0010175192983163412,0.0013866522509771574,0.0009308616747210495,0.0014179338938037163,0.001379936586924876,0.0014686124375078548,0.0014237773309893316,0.0009586132033831731,0.0009245938275850541,0.0010145837002326868,0.0009664969800894764,8.317938148782344,3.909055340683794,6.2105645564809056,9.13325347355992,-6.538713946793276,-6.144928395026742,2.2061425404426633,2.8949662454243192,6.027102100022603
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002196956269083352,0.0011918520969089752,0.001088274684800291,0.0007717720781635271,0.012348489099590021,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.0012379582561598552,0.0008565731113097433,0.001240280305449343,0.000850449727659867,0.0013028274013347743,0.0009488566095101548,0.001246945112455538,0.000853627409894069,0.0013111851348038726,0.0012786389827706387,0.0013362259325643802,0.0013099237200377661,0.0008977836039879132,0.0008597432038298983,0.0009374955085207446,0.0008969430725460021,5.584785603519725,4.590247860967245,5.407690147824591,5.2723034947164615,0.6374182598057287,-5.688787954622662,4.899386108274002,4.918356037880884,8.284025200002361
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0030318145107887744,0.0014296469993112706,0.001684903025617335,0.0013449454460288937,0.017251242160843422,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0022068162530400138,0.001376511032517561,0.0021550900294405673,0.0011739124501806211,0.0023021759306082767,0.0015025182786850097,0.0022401450942976854,0.0015485721539904185,0.002466895486237952,0.0024040099119733045,0.0025430749815013934,0.0024829019889340003,0.001538319695873106,0.0014256366086098876,0.001690474454266652,0.0015697540881784466,10.542774699975737,10.518532902467122,12.6395892544638,23.688655009104444,6.677200414391077,2.3273066895094456,9.191730788970876,-0.6664712247276807,4.184981899976265
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0030318145107887744,0.0014296469993112706,0.001684903025617335,0.0013449454460288937,0.017251242160843422,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.0019070771421445536,0.001365868426183084,0.001898075279483751,0.0011638854025323591,0.0020333931947696653,0.00128172052503915,0.0019567178878780985,0.00106327298844422,0.0020959357495574467,0.002048331445784741,0.0021223940484512037,0.002086777064124708,0.001300664745921551,0.0011410073686128,0.0014148281415555322,0.0013032339323239956,9.010705955694025,-5.0131042965521875,9.440197301633582,10.516110613291099,2.9839919854884425,1.4565029875533848,6.642277164686169,18.251571607650018,5.878476799989585
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0030318145107887744,0.0014296469993112706,0.001684903025617335,0.0013449454460288937,0.017251242160843422,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.0018265198294283966,0.0010129819267613595,0.0017981680522465844,0.0012420054468791943,0.0018595674815032187,0.0011927210414291874,0.0018831209617061492,0.0012458766045942249,0.001934934739515306,0.001887483477468249,0.001964458531585366,0.0019277393063550413,0.0012363462026400698,0.0011735068189175088,0.001348435236468728,0.001250418527435072,5.603026700221778,18.066482948040164,7.068284241099576,-0.4577394444242087,3.8950801013044196,3.5285554416494374,2.67780492804299,-0.7708522041644998,7.941210899996804
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0036779859840477412,0.0014220409365067804,0.0023106923861777907,0.001631543585087249,0.022936443190685572,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0028946714536220333,0.0017537237708503076,0.0029726445053854596,0.001868112820170254,0.0029175947390953643,0.0019333213899551632,0.003078573895395428,0.002274833072440665,0.0032913593528747526,0.0031528349505668607,0.003411656071371017,0.003299903479667299,0.0021579960931001367,0.0020611266339651876,0.0023050983853059584,0.002168706483728547,12.052403178226118,18.73369111011962,9.683380430973598,13.432984140089046,11.355934545795899,10.411265519123809,6.464971905710402,-5.414142301466473,4.116551999992225
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0036779859840477412,0.0014220409365067804,0.0023106923861777907,0.001631543585087249,0.022936443190685572,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.0025895506828965604,0.0015190326790685694,0.002642159186495463,0.0018083840035111511,0.002655832006377941,0.0020715022722838524,0.0026629682269516675,0.0014943759367294948,0.002798241575422308,0.0027081737062837627,0.0028746558611821866,0.002797390966475042,0.0018418035502364089,0.00173600312757244,0.002016731048911353,0.0018511924891728892,7.457929807016464,17.524717613146606,5.577873986926559,1.8145011568127403,5.089252132310072,-12.471401850537207,4.834226953769173,18.86344574926676,5.777047400013544
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0036779859840477412,0.0014220409365067804,0.0023106923861777907,0.001631543585087249,0.022936443190685572,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.002477230336286,0.0017249643017059955,0.00246783061101289,0.0018007113283260462,0.0025863475675008017,0.0018399978397638287,0.002640035090032681,0.001807097445152019,0.0026226074626665196,0.0025676519165161588,0.002656051665937938,0.0026241399134775767,0.001734752997593646,0.0016480260165316818,0.0018552081879586217,0.0017539622522197978,5.543228578809442,0.5642702967643657,5.901640022646062,-3.802174189864153,1.382589490874508,-6.066848843389959,-0.6645152816137485,-4.1703024960167365,7.870423999993363
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002387283770892283,0.0010338391460858977,0.0014292993302939636,0.0011711718678341677,0.016706468890452353,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0019815022628357336,0.001252588678719631,0.0019253955508892638,0.0013644780464606735,0.0021459151765969935,0.0012784216227046492,0.0021868938546215104,0.001454065735925385,0.0021520707762564036,0.0020750028476950295,0.0022236787834036048,0.0021589317553840025,0.0013623110006031293,0.0012559969180103686,0.0014756141613166316,0.0013728151481890338,7.925785494721479,8.054131680278685,10.532888967594676,-0.15907130285117616,0.28603146919349814,6.157872751621335,-1.6181195688035224,-6.735226778733603,4.136004599975422
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002387283770892283,0.0010338391460858977,0.0014292993302939636,0.0011711718678341677,0.016706468890452353,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.001645149191050558,0.0009789999788135913,0.0017168118871620944,0.0009096873342108012,0.0018362184874279556,0.0010226507676497506,0.0017085595469471385,0.0011145402681777522,0.0017806601779149557,0.0017422372331403883,0.0018248100907340742,0.0017885942001068722,0.0011372775619316764,0.0010773507146750816,0.001227357782943195,0.0011563334565009718,7.6101542868821115,13.917234316066978,3.5856527564750573,20.011845422704997,-3.1200961419856816,10.079051774065709,4.049095490653504,1.9992739252944356,5.817733999982011
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002387283770892283,0.0010338391460858977,0.0014292993302939636,0.0011711718678341677,0.016706468890452353,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.001584588003790446,0.0010195615316776624,0.001612427242158016,0.000955499481212221,0.001694632846440669,0.0011597155657666162,0.0016517452851515337,0.0012180802926564421,0.0016534904937146612,0.001629465214970711,0.0016845882184736353,0.0016563215007189477,0.0010416744230543255,0.0009728594826925656,0.0011252814981607888,0.0010507435227975874,4.167093199878141,2.1228217653482613,2.4834283422092374,8.272732816980223,-2.4882122323896234,-11.331865321813188,0.1055469366023885,-16.93483738276606,7.886303699982818
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002582111353987984,0.0010326623118847654,0.0015363694111184755,0.0009465404558064348,0.01867941617772763,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0019752236386308985,0.001542685670777848,0.0018951515310551522,0.0013980218496846089,0.0021984757075978424,0.0012544324379797462,0.0020354317185373,0.00104758847756625,0.002259251298367194,0.002155914031724353,0.002371805555058932,0.002276407512472105,0.0013995018941858437,0.0012783033503928859,0.0016651866907774586,0.0014626024723304913,12.57176038546788,-10.23105271860322,16.11594812738114,0.10575509096369186,2.690076611365697,10.36579205850173,9.906803195892955,25.145619172192575,4.041635100002168
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002582111353987984,0.0010326623118847654,0.0015363694111184755,0.0009465404558064348,0.01867941617772763,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.0017578254153948756,0.000991396351369087,0.0017396412044408162,0.0009320857551619666,0.0019563909345139442,0.0016466749270375417,0.001872245664086344,0.0009777172630469739,0.0018404608195002994,0.0017998128265744422,0.0019127276649653563,0.0018567850035968456,0.0010794894099657195,0.0009793891412629182,0.0013631855535245778,0.0011566768343957408,4.489930088697024,8.160622770669892,5.477954976887613,13.654942183122836,-6.298972180517315,-52.5420177201955,-1.7270046854175682,9.427804106200309,5.717639199981932
highdim_smooth,Smooth,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.002582111353987984,0.0010326623118847654,0.0015363694111184755,0.0009465404558064348,0.01867941617772763,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.0016843950585065982,0.0009144501679404447,0.0017113451425438803,0.0012845637778200192,0.0017848701084321058,0.0014550885734693616,0.001707759343294779,0.0013665126907174867,0.0017576467009708233,0.0017263228555256189,0.0017939066170248224,0.0017615382251718605,0.001087768975773615,0.0009846243446604754,0.0013707233676683963,0.0011596861433820968,4.167597641992849,15.933420762428616,2.6342926824468598,-18.09159908301714,-1.5488554921899707,-33.76816271437703,2.8383040601100005,-25.625267970676486,7.777065699978266
highdim_strong,Strong nonlinear,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0010504659928880582,0.0013339817118274268,0.0007693550911752881,0.0005329844542177913,0.004112821255304627,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0018564252559497025,0.001199032206708835,0.0022629115779631806,0.0015528471928105015,0.002345076919362763,0.0014746113315028547,0.001383562625119117,0.0009312045501496377,0.0014939401479974975,0.0014410974841612926,0.0015927286516826593,0.001561575038059893,0.0009819163919919578,0.00090878880360746,0.001071613789910651,0.0010236242237820976,-24.263696804593284,-22.111436013042493,-51.47270665404,-58.14454320905357,-56.97261516842851,-50.176872850792805,7.388349729159665,5.164578395462352,4.4588661000016145
highdim_strong,Strong nonlinear,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0010504659928880582,0.0013339817118274268,0.0007693550911752881,0.0005329844542177913,0.004112821255304627,0.005,True,used_close,training_data_region,7500.0,813.0,3.0,"dopt,aopt,iopt,latin",0.001422893094839085,0.0008631005929169984,0.001499945562496293,0.0010362240473140074,0.0017383850007519357,0.0010397132044994083,0.0010670556216557663,0.0007139482203695989,0.0011201404986571327,0.001072135251680444,0.0011780180172256348,0.0011545777816201958,0.0007506113191178404,0.0006756861717827664,0.0008441333060871319,0.0007585963186576272,-27.02809125684714,-14.9863545798059,-33.90691295373082,-38.05068228012264,-55.19347821420422,-38.515524349051425,4.739126660004399,4.8844319042950195,6.4720088000176474
highdim_strong,Strong nonlinear,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0010504659928880582,0.0013339817118274268,0.0007693550911752881,0.0005329844542177913,0.004112821255304627,0.005,True,used_close,training_data_region,7500.0,1084.0,4.0,"dopt,aopt,iopt,latin",0.0011437482318662057,0.0007005217361738172,0.0011986766784450108,0.0007182878529838664,0.0014294479075480726,0.0010121883409174345,0.0009375832641886746,0.0006450161846497529,0.0010280982679336122,0.000979239808959512,0.0010804966485665284,0.0010642769385815747,0.0006637497406224061,0.0006097152721052097,0.0007300612038484472,0.000683907883219508,-11.248921191652213,-5.540039159477414,-16.591644576373643,-8.216667973432168,-39.038062034783714,-52.49547818554223,8.804119855864059,2.822382417066783,9.101986000023317
highdim_strong,Strong nonlinear,iterative_dopt,20,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,1,10000,7500,2500,"128,64,32",softplus,1000,2,True,270,271,0.0009639532138023593,0.0013337402176832865,0.0008753636082926164,0.0007403525757748469,0.005472812293044065,0.005,True,used_close,training_data_region,7500.0,542.0,2.0,"dopt,aopt,iopt,latin",0.0020567500363248997,0.0014276498059440294,0.0023772612211998448,0.001547343909968343,0.0025798133512457255,0.0018149546235787185,0.0016412814187180206,0.0010303629022232574,0.001600924580450502,0.0015263023926501572,0.0017353068009821819,0.0016609723434097467,0.0010782325316516777,0.0009678269438818121,0.0011560464652221553,0.001078622654422006,-28.47263771452168,-32.40648598842599,-48.49301773671816,-43.50744060727444,-61.145214630895545,-68.32682842526573,-2.52084568881828,4.439638762808589,4.858003400004236
