activation,dataset_family,p,case,case_label,budget,budget_multiplier,n_design_params,n_fullpr_features,shape_nn_fpr_mean,shape_nn_fpr_std,shape_nn_fpr_count,abs_rmse_gap_mean,abs_rmse_gap_std,abs_rmse_gap_count,full_fpr_mse_vs_nn_mean,full_fpr_mse_vs_nn_std,full_fpr_mse_vs_nn_count,random_mse_median_mean,random_mse_median_std,random_mse_median_count,dopt_mse_vs_nn_mean,dopt_mse_vs_nn_std,dopt_mse_vs_nn_count,dopt_shape_vs_nn_mean,dopt_shape_vs_nn_std,dopt_shape_vs_nn_count,dopt_gain_vs_random_median_pct_mean,dopt_gain_vs_random_median_pct_std,dopt_gain_vs_random_median_pct_count,dopt_shape_gain_vs_random_median_pct_mean,dopt_shape_gain_vs_random_median_pct_std,dopt_shape_gain_vs_random_median_pct_count,aopt_mse_vs_nn_mean,aopt_mse_vs_nn_std,aopt_mse_vs_nn_count,aopt_shape_vs_nn_mean,aopt_shape_vs_nn_std,aopt_shape_vs_nn_count,aopt_gain_vs_random_median_pct_mean,aopt_gain_vs_random_median_pct_std,aopt_gain_vs_random_median_pct_count,aopt_shape_gain_vs_random_median_pct_mean,aopt_shape_gain_vs_random_median_pct_std,aopt_shape_gain_vs_random_median_pct_count,iopt_mse_vs_nn_mean,iopt_mse_vs_nn_std,iopt_mse_vs_nn_count,iopt_shape_vs_nn_mean,iopt_shape_vs_nn_std,iopt_shape_vs_nn_count,iopt_gain_vs_random_median_pct_mean,iopt_gain_vs_random_median_pct_std,iopt_gain_vs_random_median_pct_count,iopt_shape_gain_vs_random_median_pct_mean,iopt_shape_gain_vs_random_median_pct_std,iopt_shape_gain_vs_random_median_pct_count,latin_mse_vs_nn_mean,latin_mse_vs_nn_std,latin_mse_vs_nn_count,latin_shape_vs_nn_mean,latin_shape_vs_nn_std,latin_shape_vs_nn_count,latin_gain_vs_random_median_pct_mean,latin_gain_vs_random_median_pct_std,latin_gain_vs_random_median_pct_count,latin_shape_gain_vs_random_median_pct_mean,latin_shape_gain_vs_random_median_pct_std,latin_shape_gain_vs_random_median_pct_count,shape_nn_fpr_se,shape_nn_fpr_ci95,abs_rmse_gap_se,abs_rmse_gap_ci95,full_fpr_mse_vs_nn_se,full_fpr_mse_vs_nn_ci95,random_mse_median_se,random_mse_median_ci95,dopt_mse_vs_nn_se,dopt_mse_vs_nn_ci95,dopt_shape_vs_nn_se,dopt_shape_vs_nn_ci95,dopt_gain_vs_random_median_pct_se,dopt_gain_vs_random_median_pct_ci95,dopt_shape_gain_vs_random_median_pct_se,dopt_shape_gain_vs_random_median_pct_ci95,aopt_mse_vs_nn_se,aopt_mse_vs_nn_ci95,aopt_shape_vs_nn_se,aopt_shape_vs_nn_ci95,aopt_gain_vs_random_median_pct_se,aopt_gain_vs_random_median_pct_ci95,aopt_shape_gain_vs_random_median_pct_se,aopt_shape_gain_vs_random_median_pct_ci95,iopt_mse_vs_nn_se,iopt_mse_vs_nn_ci95,iopt_shape_vs_nn_se,iopt_shape_vs_nn_ci95,iopt_gain_vs_random_median_pct_se,iopt_gain_vs_random_median_pct_ci95,iopt_shape_gain_vs_random_median_pct_se,iopt_shape_gain_vs_random_median_pct_ci95,latin_mse_vs_nn_se,latin_mse_vs_nn_ci95,latin_shape_vs_nn_se,latin_shape_vs_nn_ci95,latin_gain_vs_random_median_pct_se,latin_gain_vs_random_median_pct_ci95,latin_shape_gain_vs_random_median_pct_se,latin_shape_gain_vs_random_median_pct_ci95
identity,measure_weighted,10,highdim_highfreq,High-frequency,172.0,2.0,86,85,1.0697708046705487e-14,3.117781366327004e-15,6,2.064737922302662e-08,2.964811100485088e-09,6,7.0171390873311696e-15,1.934552028744533e-15,6,1.0091161763822372e-09,3.5199168671955526e-10,6,5.239271072433061e-12,1.3678237044836964e-12,6,5.8272239469527144e-12,2.053165245764e-12,6,99.46330546173023,0.07903437400384415,6,99.54202427852375,0.11311924324691355,6,1.2024255339618187e-11,9.159905445452459e-12,6,1.0720756793852303e-11,7.088022141293506e-12,6,98.83158269005439,0.6283576875162165,6,99.14709460886638,0.44792625343678094,6,9.210023826867424e-11,6.268293606962945e-11,6,1.0682679462650483e-10,7.010110946536592e-11,6,90.80329325277437,4.623957777632086,6,91.545302794844,4.305470277125042,6,1.793953287339011e-10,2.2497011652187175e-10,6,2.0969688389393665e-10,2.363559650832174e-10,6,81.25950397610943,23.23380914878075,6,83.35533679777298,19.931116541783506,6,1.2728289128430867e-15,2.4947446691724497e-15,1.2103790633213215e-09,2.3723429641097903e-09,7.897775585483536e-16,1.547964014754773e-15,1.437000043607501e-10,2.816520085470702e-10,5.584116890114173e-13,1.0944869104623778e-12,8.382012016229703e-13,1.6428743551810217e-12,0.032265648074950956,0.06324067022690387,0.046180737674118344,0.09051424584127195,3.739515738916596e-12,7.329450848276529e-12,2.8936729219530836e-12,5.671598927028044e-12,0.25652595172832166,0.5027908653875104,0.1828651272194489,0.3584156493501198,2.5590201491681842e-11,5.015679492369641e-11,2.8618658098855765e-11,5.60925698737573e-11,1.8877228578953824,3.6999368014749496,1.757700880279273,3.445093725347375,9.184366547551022e-11,1.8001358433200004e-10,9.649191868616001e-11,1.8912416062487362e-10,9.485162865953402,18.590919217268667,8.136844255219138,15.94821474022951
identity,measure_weighted,10,highdim_highfreq,High-frequency,258.0,3.0,86,85,1.0697708046705487e-14,3.117781366327004e-15,6,2.064737922302662e-08,2.964811100485088e-09,6,7.0171390873311696e-15,1.934552028744533e-15,6,1.6265656258928314e-10,6.738352080952539e-11,6,1.6394709591209717e-12,3.366401428751304e-13,6,1.8150946372924226e-12,6.450754065064116e-13,6,98.8652309935074,0.3775762792171473,6,99.11074610105317,0.16063565483095668,6,5.65044761650231e-12,4.931432130040831e-12,6,4.546756498762369e-12,3.3476806274296287e-12,6,96.34441212511716,2.3678455789548405,6,97.73145759331219,1.2922944591031202,6,3.5546718445183134e-11,2.1715185898115537e-11,6,4.131065991674143e-11,2.4959499813663863e-11,6,76.84376338908275,10.221938552640648,6,80.11263816568619,7.316855716429473,6,3.116868918917763e-11,3.196693865954262e-11,6,4.865211257406273e-11,5.966419062939103e-11,6,82.03727425966149,13.036976803050209,6,77.73971872453687,24.52193203759582,6,1.2728289128430867e-15,2.4947446691724497e-15,1.2103790633213215e-09,2.3723429641097903e-09,7.897775585483536e-16,1.547964014754773e-15,2.7509207175924884e-11,5.391804606481277e-11,1.3743276283028259e-13,2.6936821514735386e-13,2.6335093192652405e-13,5.161678265759871e-13,0.1541448705101066,0.302123946199809,0.06557923147228124,0.12853529368567124,2.0132487366277362e-12,3.945967523790363e-12,1.3666848931671384e-12,2.678702390607591e-12,0.9666689096907297,1.8946710629938301,0.5275770037047715,1.034050927261352,8.865187520010654e-12,1.737576753922088e-11,1.0189673129761381e-11,1.9971759334332307e-11,4.173088939342199,8.17925432111071,2.9870938378030765,5.854703922094029,1.305044805912145e-11,2.5578878195878042e-11,2.4357803826358927e-11,4.7741295499663495e-11,5.322323492662286,10.43175404561808,10.011036833219528,19.621632193110273
identity,measure_weighted,10,highdim_highfreq,High-frequency,344.0,4.0,86,85,1.0697708046705487e-14,3.117781366327004e-15,6,2.064737922302662e-08,2.964811100485088e-09,6,7.0171390873311696e-15,1.934552028744533e-15,6,4.8696350850913746e-11,1.5324701071060348e-11,6,8.40453018302861e-13,1.5925639866735674e-13,6,8.717765900847107e-13,3.0182392555913493e-13,6,98.18717236948056,0.3691103955278105,6,98.63791059892145,0.17697097166321438,6,2.7088464899318283e-12,2.0294217243324744e-12,6,2.430394747611834e-12,1.6634876463409012e-12,6,94.03265824482612,3.82080257137821,6,96.09079494446014,2.145661430018686,6,2.108337214871275e-11,1.455517980778968e-11,6,2.266180500560502e-11,1.6061563018841715e-11,6,56.649698015568426,23.20351093764953,6,65.63008459583972,17.700410821786374,6,7.405287841662204e-12,5.765873898539569e-12,6,9.145981268766843e-12,8.293381499304005e-12,6,84.72108354890263,10.232178489501928,6,85.91659339590454,11.767925716131183,6,1.2728289128430867e-15,2.4947446691724497e-15,1.2103790633213215e-09,2.3723429641097903e-09,7.897775585483536e-16,1.547964014754773e-15,6.256283014130118e-12,1.2262314707695032e-11,6.501615250137983e-14,1.2743165890270447e-13,1.232191016306091e-13,2.415094391959938e-13,0.15068868796666895,0.29534982841467117,0.07224809664323602,0.1416062694207426,8.285079495889578e-13,1.6238755811943572e-12,6.791159878264281e-13,1.331067336139799e-12,1.5598361179650864,3.0572787912115693,0.8759626107193763,1.7168867170099775,5.942127273924276e-12,1.1646569456891581e-11,6.557105644619734e-12,1.2851927063454678e-11,9.472793673054968,18.566675599187736,7.2261624585023485,14.163278418664603,2.3539081621089885e-12,4.6136599977336176e-12,3.3857588192554896e-12,6.636087285740759e-12,4.177269376060274,8.187447977078138,4.804235555916287,9.416301689595922
identity,measure_weighted,10,highdim_local,Local interior,172.0,2.0,86,85,3.6863943073394494e-15,1.7584089088077181e-15,6,3.4962044601997513e-09,2.1618825481446334e-09,6,2.6593578353837003e-15,1.3494389162375694e-15,6,1.1573575929178492e-10,5.740962854563895e-11,6,7.906024093913407e-13,5.526419229883498e-13,6,1.0171504715910845e-12,8.256953522511466e-13,6,99.35495656021993,0.17268497538050173,6,99.36493894057837,0.2316104411725371,6,1.983395599514959e-12,2.0725877858040343e-12,6,2.3410961071930454e-12,2.562805224299076e-12,6,98.56504715369367,0.9735743867655705,6,98.68643607538354,0.994079002815015,6,1.4202099752608091e-11,1.4449230959764038e-11,6,1.7097622728986343e-11,1.6820282326388042e-11,6,89.62307846104102,6.676226590155738,6,89.9301710183842,6.214326391731917,6,1.4476176242024846e-11,1.6889382994376285e-11,6,1.5770814075628938e-11,1.7191543457698258e-11,6,84.26383296603562,22.920353876784432,6,86.17590478522709,19.140624581501758,6,7.178674309571778e-16,1.4070201646760686e-15,8.825848544637067e-10,1.7298663147488652e-09,5.509061306393958e-16,1.0797760160532158e-15,2.3437382709922493e-11,4.5937270111448085e-11,2.2561512029865567e-13,4.422056357853651e-13,3.3708871600048784e-13,6.606938833609561e-13,0.07049834598788411,0.13817675813625285,0.09455456666226938,0.185326950658048,8.461304203907802e-13,1.6584156239659291e-12,1.0462608516119548e-12,2.0506712691594313e-12,0.397460079036448,0.779021754911438,0.4058310534852516,0.7954288648310931,5.898873837841192e-12,1.1561792722168735e-11,6.866851504867448e-12,1.3459028949540197e-11,2.725558092180466,5.342093860673713,2.5369881258090214,4.972496726585682,6.8950617344435584e-12,1.3514320999509374e-11,7.018418227040523e-12,1.3756099724999424e-11,9.35719528702402,18.340102762567078,7.814127263808687,15.315689437065027
identity,measure_weighted,10,highdim_local,Local interior,258.0,3.0,86,85,3.6863943073394494e-15,1.7584089088077181e-15,6,3.4962044601997513e-09,2.1618825481446334e-09,6,2.6593578353837003e-15,1.3494389162375694e-15,6,1.6836331763820893e-11,4.683317922943339e-12,6,2.6276694801997645e-13,1.7898348442683856e-13,6,3.109569180214121e-13,2.0890325595568939e-13,6,98.5471323170788,0.6118575968317658,6,98.64991557478963,0.49515471201199207,6,6.561342343212464e-13,6.734662057407774e-13,6,8.227931268023718e-13,9.186749834295123e-13,6,96.56421443050569,2.759740635991939,6,96.75697434842245,2.8889898680618824,6,5.414210824368872e-12,5.471421610681242e-12,6,6.7391285474333524e-12,6.94631231651496e-12,6,71.68632643190496,22.095834193173783,6,72.6374492534746,21.91585816639323,6,2.7963520636658043e-12,2.0857087518921285e-12,6,4.255991581795638e-12,3.651219132102915e-12,6,84.17916014125598,10.986645499602341,6,79.80964697733606,18.392941001865566,6,7.178674309571778e-16,1.4070201646760686e-15,8.825848544637067e-10,1.7298663147488652e-09,5.509061306393958e-16,1.0797760160532158e-15,1.911956535740388e-12,3.74743481005116e-12,7.30697015385223e-14,1.432166150155037e-13,8.5284397116245e-14,1.6715741834784022e-13,0.24978981791389593,0.489588043111236,0.2021460646940222,0.39620628680028347,2.7494142717885664e-13,5.38885197270559e-13,3.750474914770161e-13,7.350930832949515e-13,1.1266593967673633,2.208252417664032,1.1794251748036848,2.3116733426152223,2.233698518967653e-12,4.378049097176599e-12,2.8358201282453086e-12,5.558207451360805e-12,9.020586535736168,17.68034961004289,8.94711163047853,17.53633879573792,8.514870323654789e-13,1.6689145834363388e-12,1.490603968789965e-12,2.921583778828331e-12,4.4852792431451505,8.791147316564494,7.50888672061431,14.717417972404046
identity,measure_weighted,10,highdim_local,Local interior,344.0,4.0,86,85,3.6863943073394494e-15,1.7584089088077181e-15,6,3.4962044601997513e-09,2.1618825481446334e-09,6,2.6593578353837003e-15,1.3494389162375694e-15,6,5.777658981277919e-12,3.481030333583366e-12,6,1.3437980568107916e-13,9.460198484206786e-14,6,1.5327655825264575e-13,1.0638532714688096e-13,6,97.66727577995813,0.8016645884898688,6,97.96103033988777,0.6746001272242439,6,3.4311853664717534e-13,3.4443133958444677e-13,6,3.981245902882838e-13,4.1024552628085963e-13,6,94.6574781581583,3.335407406305273,6,95.41063410387154,2.7848480743157653,6,2.072325693845463e-12,1.51049718740992e-12,6,2.438656968055527e-12,1.9134699678664226e-12,6,63.76219554586737,14.983385422946759,6,68.45596507809746,12.452848587083865,6,7.58895968739852e-13,5.13407883304902e-13,6,1.0632477505562843e-12,7.295098693027363e-13,6,83.12009353577498,13.698979712250448,6,81.93698614629416,15.106974605854152,6,7.178674309571778e-16,1.4070201646760686e-15,8.825848544637067e-10,1.7298663147488652e-09,5.509061306393958e-16,1.0797760160532158e-15,1.42112468273826e-12,2.7854043781669897e-12,3.862109858626249e-14,7.569735322907448e-14,4.343162793815295e-14,8.512599075877979e-14,0.3272781977764052,0.6414652676417542,0.2754043486860021,0.5397925234245641,1.4061350556752869e-13,2.756024709123562e-13,1.6748203477460873e-13,3.282647881582331e-13,1.3616743716246351,2.668881768384285,1.1369094655409921,2.2283425524603446,6.166578945105732e-13,1.2086494732407234e-12,7.8117084323541e-13,1.5310948527414036e-12,6.11694148427918,11.989205309187193,5.08385414708232,9.964354128281347,2.0959789066989677e-13,4.1081186571299766e-13,2.9782115701935824e-13,5.837294677579421e-13,5.592585048625388,10.96146669530576,6.167396556920949,12.08809725156506
identity,measure_weighted,20,highdim_highfreq,High-frequency,542.0,2.0,271,270,5.324610447389055e-15,2.553969092862559e-15,6,2.339552078918968e-08,1.0284187663713295e-08,6,8.772728420931064e-15,2.6087423448605336e-15,6,3.78861681565123e-11,1.6185266191301064e-11,6,1.0315820011724684e-12,2.4816271584372624e-13,6,6.511072301852375e-13,1.4394252917204724e-13,6,97.06535485817379,0.6037786344416389,6,97.07868529181705,0.7557625084694649,6,1.3122344014671533e-12,6.954251455563929e-13,6,8.73462736733518e-13,4.67606420859237e-13,6,96.68007836910341,0.43594597522143713,6,96.58334399165057,0.4310677345264637,6,6.051596801369124e-12,1.4147000351995332e-12,6,3.957872855064817e-12,1.2366483901269585e-12,6,82.6886597585321,3.880439736446311,6,83.01023565375185,2.5636668939211726,6,2.249395837744933e-11,9.395789292597695e-12,6,1.4571356512790654e-11,7.712998984296121e-12,6,35.36750140076557,21.85191380759652,6,37.34604174780144,23.26741889519619,6,1.0426535160586827e-15,2.043600891475018e-15,4.1985020325205025e-09,8.229063983740184e-09,1.0650146025500022e-15,2.0874286209980044e-15,6.607607253301219e-12,1.2950910216470389e-11,1.0131200450007066e-13,1.9857152882013848e-13,5.876429145953302e-14,1.151780112606847e-13,0.2464915953294048,0.48312352684563337,0.3085387520793399,0.6047359540755062,2.8390612681898055e-13,5.564560085652018e-13,1.9089952192570917e-13,3.7416306297438994e-13,0.1779741991187533,0.3488294302727565,0.17598266569455914,0.34492602476133594,5.775488708893763e-13,1.1319957869431774e-12,5.048595911742191e-13,9.895247987014696e-13,1.5841828886522498,3.1049984617584094,1.0466126267621205,2.051360748453756,3.8358149162616786e-12,7.51819723587289e-12,3.1488186496884033e-12,6.17168455338927e-12,8.921006455314965,17.48517265241733,9.49888398747043,18.61781261544204
identity,measure_weighted,20,highdim_highfreq,High-frequency,813.0,3.0,271,270,5.324610447389055e-15,2.553969092862559e-15,6,2.339552078918968e-08,1.0284187663713295e-08,6,8.772728420931064e-15,2.6087423448605336e-15,6,6.7264130595425255e-12,3.0642560878001214e-12,6,2.5577542076241297e-13,8.335920220757533e-14,6,1.6309257647883976e-13,4.68101851388028e-14,6,95.911112313295,0.7597315581339625,6,95.51578882511252,1.427305806032987,6,2.9763697570235424e-13,1.3683268640915796e-13,6,2.007537730551966e-13,9.793832016989445e-14,6,95.61552193526283,0.38068648845938285,6,95.21050907651522,0.45589414161671715,6,1.1876454539552155e-12,2.756025928637969e-13,6,7.797517679341255e-13,2.274595969925552e-13,6,79.57250001669834,7.923641700065567,6,77.82096254560378,9.411049888778308,6,2.8565811424325375e-12,9.6987614752854e-13,6,1.855294941441012e-12,1.13392911302061e-12,6,50.6569063632655,28.019953428393006,6,35.46906039514516,80.20186503420898,6,1.0426535160586827e-15,2.043600891475018e-15,4.1985020325205025e-09,8.229063983740184e-09,1.0650146025500022e-15,2.0874286209980044e-15,1.2509773093878847e-12,2.4519155264002538e-12,3.403125179567411e-14,6.670125351952125e-14,1.911017805921317e-14,3.745594899605781e-14,0.3101591098196372,0.6079118552464888,0.5826951552821131,1.1420825043529417,5.5861710306116606e-14,1.0948895219998854e-13,3.9983151780261884e-14,7.836697748931329e-14,0.15541460811623417,0.30461263190781895,0.18611800394751507,0.36479128773712954,1.1251428738405314e-13,2.2052800327274416e-13,9.28599916218099e-14,1.820055835787474e-13,3.2348131782999454,6.340233829467893,3.8420450285638728,7.530408255985191,3.9595027919020386e-13,7.760625472127996e-13,4.629246218978686e-13,9.073322589198224e-13,11.439098086018504,22.420632248596267,32.74227429222929,64.1748576127694
identity,measure_weighted,20,highdim_highfreq,High-frequency,1084.0,4.0,271,270,5.324610447389055e-15,2.553969092862559e-15,6,2.339552078918968e-08,1.0284187663713295e-08,6,8.772728420931064e-15,2.6087423448605336e-15,6,1.9121370730487325e-12,6.83589912510981e-13,6,1.0905707319991373e-13,3.777789865968831e-14,6,7.883321793622205e-14,2.7234422966844703e-14,6,94.26382642536755,0.5155396378081814,6,93.16035303896392,0.42996849555802114,6,1.0940010871268473e-13,4.194577442108433e-14,6,7.900779500776667e-14,3.286500526430681e-14,6,94.26621185416643,0.9679445861207292,6,93.31233658162616,0.9213876432332193,6,2.6812129282341167e-13,9.599115562670821e-14,6,1.6766286472799833e-13,5.868008723716081e-14,6,84.95233461065546,4.995136029594966,6,84.41826910031773,5.410784529597356,6,7.282554201893331e-13,3.472528379445164e-13,6,5.079286412569457e-13,3.292204646751211e-13,6,55.06290130948988,33.418025999528076,6,44.932513065290784,58.508470401470035,6,1.0426535160586827e-15,2.043600891475018e-15,4.1985020325205025e-09,8.229063983740184e-09,1.0650146025500022e-15,2.0874286209980044e-15,2.790744131609497e-13,5.469858497954614e-13,1.5422762545134816e-14,3.022861458846424e-14,1.1118406617984119e-14,2.1792076971248872e-14,0.21046817580154917,0.41251762457103636,0.17553390326488122,0.3440464503991672,1.7124290699590513e-14,3.3563609771197405e-14,1.3417082215239115e-14,2.6297481141868664e-14,0.3951617225475392,0.7745169761931767,0.37615493020448953,0.7372636632007995,3.918822518425426e-14,7.680892136113835e-14,2.3956045298841247e-14,4.695384878572884e-14,2.0392557447165935,3.9969412596445233,2.208943534276438,4.3295293271818185,1.417653774495737e-13,2.7786013980116443e-13,1.344036918893368e-13,2.6343123610310013e-13,13.642851984984265,26.73998989056916,23.885983019055672,46.81652671734911
identity,measure_weighted,20,highdim_local,Local interior,542.0,2.0,271,270,1.4023382368454408e-15,2.2779212250751347e-16,6,3.832001484645649e-09,4.661959509770865e-09,6,2.2152890591209387e-15,3.2634806363926673e-16,6,4.6025336896952056e-12,2.138157754104918e-12,6,1.6227131227425487e-13,3.852123064171492e-14,6,1.0487402501189585e-13,2.8128608586073636e-14,6,96.17913516074793,0.8732861161259386,6,96.336555954476,0.7709222287815014,6,1.8494022688743155e-13,7.218242212765084e-14,6,1.18012572918173e-13,4.9588392468666655e-14,6,95.86738098054678,0.5568347037650521,6,96.09908757429658,0.5450500082071846,6,1.1485828598706347e-12,5.536569941404036e-13,6,7.582497814095313e-13,3.592242547512297e-13,6,72.20089128696678,18.01507401466687,6,72.5612248495856,17.642081056173815,6,2.1219814300681734e-12,3.100983842427694e-13,6,1.433611930056011e-12,3.836511873345535e-13,6,47.364706271356035,18.806443615684707,6,47.25775794943866,22.573792111693688,6,9.299574459482723e-17,1.8227165940586137e-16,1.903237000075705e-09,3.730344520148382e-09,1.3323103907692263e-16,2.6113283659076833e-16,8.728992478553855e-13,1.7108825257965557e-12,1.5726226556044295e-14,3.082340404984682e-14,1.1483456368391702e-14,2.2507574482047736e-14,0.35651756399424106,0.6987744254287125,0.31472768198063905,0.6168662566820525,2.9468350435154375e-14,5.775796685290258e-14,2.0244376452184264e-14,3.967897784628116e-14,0.2273268158830341,0.4455605591307468,0.22251573406789765,0.4361308387730794,2.260295213611808e-13,4.430178618679144e-13,1.4665268789534477e-13,2.8743926827487573e-13,7.354623169067711,14.415061411372713,7.202349431407863,14.116604885559411,1.2659713524271673e-13,2.4813038507572476e-13,1.5662494136376273e-13,3.0698488507297495e-13,7.677698455808313,15.048288973384293,9.215712038885584,18.062795596215746
identity,measure_weighted,20,highdim_local,Local interior,813.0,3.0,271,270,1.4023382368454408e-15,2.2779212250751347e-16,6,3.832001484645649e-09,4.661959509770865e-09,6,2.2152890591209387e-15,3.2634806363926673e-16,6,7.024978838320808e-13,2.3674393673543466e-13,6,3.699060067063916e-14,1.055789916917841e-14,6,2.409470538922947e-14,7.940800908888135e-15,6,94.51640678334478,1.3824821801749132,6,94.6953634854102,1.4340655781086853,6,4.110952774039343e-14,1.1178768202998399e-14,6,2.6142745641890383e-14,6.445438969491028e-15,6,93.94505897090364,1.1860508993230425,6,94.22759214722969,1.137410504705904,6,2.1372180441440461e-13,9.2016619910524e-14,6,1.4164708160043348e-13,6.745173666229356e-14,6,67.62287977742531,16.00917505054564,6,68.29560579902001,15.880401987712672,6,2.945723284902958e-13,8.290113269545438e-14,6,1.656516008746981e-13,7.237149460924212e-14,6,54.83878952474478,18.846799709111377,6,62.272101131192606,21.555083392128353,6,9.299574459482723e-17,1.8227165940586137e-16,1.903237000075705e-09,3.730344520148382e-09,1.3323103907692263e-16,2.6113283659076833e-16,9.665030744992615e-14,1.8943460260185525e-13,4.310244286706926e-15,8.448078801945574e-15,3.241818395967471e-15,6.353964056096243e-15,0.5643959866531626,1.1062161338401986,0.5854548206759422,1.1474914485248469,4.563713008365887e-15,8.944877496397138e-15,2.6313394405838754e-15,5.157425303544395e-15,0.48420325205175946,0.9490383740214485,0.464345894101825,0.9101179524395769,3.7565627772734483e-14,7.362863043455958e-14,2.753705618120002e-14,5.3972630115152036e-14,6.535718346121985,12.81000795839909,6.483146963362631,12.706968048190756,3.384424570043711e-14,6.633472157285674e-14,2.954553895253777e-14,5.790925634697403e-14,7.694173761959551,15.080580573440718,8.799825945642406,17.247658853459114
identity,measure_weighted,20,highdim_local,Local interior,1084.0,4.0,271,270,1.4023382368454408e-15,2.2779212250751347e-16,6,3.832001484645649e-09,4.661959509770865e-09,6,2.2152890591209387e-15,3.2634806363926673e-16,6,2.330030076167772e-13,6.981886422458218e-14,6,1.6694787394655854e-14,3.267905009256528e-15,6,1.159343747607398e-14,2.0475965850545732e-15,6,92.59303025310278,1.387022223925622,6,92.16293148772944,1.3079353344034756,6,1.6738309166315126e-14,5.277666769985761e-15,6,1.1350279678416351e-14,3.966688881573201e-15,6,92.76019703114014,1.1843190268115213,6,92.59429655246545,1.1431259926717452,6,5.0797021560026394e-14,2.3063834224203643e-14,6,3.417217778491772e-14,1.5262123260021185e-14,6,77.86601038299092,8.902487637480686,6,77.09351145248564,9.820683383509937,6,1.1056001559350025e-13,4.340331361594584e-14,6,6.553287827433779e-14,2.819244900629578e-14,6,47.96166417382682,29.23590804431317,6,53.648321916594504,27.754421510200157,6,9.299574459482723e-17,1.8227165940586137e-16,1.903237000075705e-09,3.730344520148382e-09,1.3323103907692263e-16,2.6113283659076833e-16,2.850343196181424e-14,5.586672664515591e-14,1.3341166334272722e-15,2.6148686015174533e-15,8.359278054081735e-16,1.63841849860002e-15,0.5662494517530207,1.1098489254359205,0.5339623643075,1.0465662340427,2.154598436484625e-15,4.223012935509865e-15,1.6193939547042722e-15,3.1740121512203734e-15,0.48349621805962956,0.947652587396874,0.4666792322930464,0.914691295294371,9.415770893573075e-15,1.8454910951403226e-14,6.230735729752409e-15,1.2212242030314722e-14,3.634425358877165,7.1234737033992435,4.009277202504799,7.858183316909405,1.7719328584176798e-14,3.472988402498652e-14,1.1509519110809887e-14,2.255865745718738e-14,11.935509479249554,23.393598579329126,11.330695134352682,22.208162463331256
identity,measure_weighted,50,highdim_highfreq,High-frequency,2852.0,2.0,1426,1425,4.8964216698004794e-15,1.907634391090636e-15,6,2.8124645159074053e-08,1.9251389900702106e-08,6,2.2639970036479753e-14,7.945840683008701e-15,6,1.3320587418688973e-12,1.1248212050812454e-12,6,2.0785220863172887e-13,5.060235246877715e-14,6,5.754143492322035e-14,1.8715092963886018e-14,6,77.77913244559541,9.573106304220238,6,75.0727351657277,8.33400573939914,6,1.7867838926110948e-13,4.977265771558971e-14,6,4.5880308682380155e-14,1.4131545821766477e-14,6,81.25729096340211,7.6465121492650905,6,79.88880186265634,7.407885268888905,6,2.3915195720129437e-13,7.368904467061335e-14,6,6.124336089494615e-14,1.860877971107561e-14,6,75.22960391730281,10.007729262387135,6,73.06546081260721,9.69606883139699,6,1.518680733652642e-12,1.852900298717069e-12,6,5.409427460965128e-13,7.371394790586087e-13,6,-18.344298242132115,69.47622728287648,6,-75.88872834469461,149.4507255017695,6,7.787884789928245e-16,1.5264254188259358e-15,7.859347016014912e-09,1.540432015138923e-08,3.243875875136516e-15,6.3579967152675715e-15,4.592063340519208e-13,9.000444147417647e-13,2.0658323888828113e-14,4.04903148221031e-14,7.640404708378739e-15,1.4975193228422328e-14,3.908204283126742,7.660080394928414,3.402343595825722,6.668593447818416,2.0319602424232505e-14,3.982642075149571e-14,5.769179423347911e-15,1.1307591669761905e-14,3.121675512948632,6.118484005379319,3.02425649697633,5.927542734073607,3.008342651269314e-14,5.896351596487856e-14,7.597002504665237e-15,1.4890124909143863e-14,4.085638362794725,8.00785119107766,3.958403524637768,7.758470908290025,7.564433793512246e-13,1.4826290235284002e-12,3.0093593215909957e-13,5.898344270318351e-13,28.363551016113124,55.59255999158172,61.01300319468147,119.58548626157567
