case,case_label,p,device,cuda_name,data_seed,init_seed,n,n_train,n_eval,hidden,activation,epochs,degree,include_special,n_fullpr_features,n_design_params,oracle_mse_vs_y,full_fpr_mse_vs_y,full_fpr_mse_vs_nn,shape_nn_fpr,abs_rmse_gap,close_threshold,is_close,status,candidate_domain,n_candidates,budget,budget_multiplier,criteria,dopt_mse_vs_nn,dopt_shape_vs_nn,aopt_mse_vs_nn,aopt_shape_vs_nn,iopt_mse_vs_nn,iopt_shape_vs_nn,latin_mse_vs_nn,latin_shape_vs_nn,random_mse_median,random_mse_q25,random_mse_q75,random_mse_mean,random_shape_median,random_shape_q25,random_shape_q75,random_shape_mean,dopt_gain_vs_random_median_pct,dopt_shape_gain_vs_random_median_pct,aopt_gain_vs_random_median_pct,aopt_shape_gain_vs_random_median_pct,iopt_gain_vs_random_median_pct,iopt_shape_gain_vs_random_median_pct,latin_gain_vs_random_median_pct,latin_shape_gain_vs_random_median_pct,elapsed_sec_run
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.003475192415226938,0.0028845358444883813,0.0005463008634299098,0.0012746357373701344,0.005242887565251875,0.005,True,used_close,training_data_region,7500.0,93.0,3.0,"dopt,aopt,iopt,latin",0.0013199564484577396,0.001783173939452994,0.0009810978878905337,0.0023204703199996416,0.0012570982474047149,0.0027585543140266396,0.0008955371966792495,0.0020055290877637414,0.001064551567947033,0.0009127293733869892,0.0011659987144315286,0.001104823084773601,0.002500299386046217,0.002211287766013407,0.002867652117968412,0.00271166841642531,-23.99178097151741,28.681583117421408,7.839327146681888,7.1923013319994125,-18.087116233270343,-10.328960180596914,15.876579055134412,19.788442177913243,2.7989927000016905
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.003475192415226938,0.0028845358444883813,0.0005463008634299098,0.0012746357373701344,0.005242887565251875,0.005,True,used_close,training_data_region,7500.0,124.0,4.0,"dopt,aopt,iopt,latin",0.001091820989252472,0.001736895155864541,0.0008051267419900912,0.0018597370880944592,0.00118826680191436,0.003256726877852157,0.0006878539379295069,0.0018544288087539895,0.0009137150654202311,0.0008033687173273505,0.0010236378585373835,0.0009581179556617459,0.0020706979603467646,0.001856499033674831,0.002474885591243158,0.0023250953358005797,-19.492501609385986,16.120303920438698,11.884265406108693,10.187911336763827,-30.04785046067491,-57.27677045216082,24.71898910705246,10.444263515696806,2.9742338999931235
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.006189266594083083,0.005283060327453595,0.000766307205489167,0.0022376128752027557,0.00598722838740913,0.005,True,used_close,training_data_region,7500.0,62.0,2.0,"dopt,aopt,iopt,latin",0.0016712135206179706,0.0033786643646542564,0.0016231180934470203,0.003825492876763621,0.00203427219469782,0.003973505428646233,0.0018913208496968753,0.003954267125814406,0.001870490407857449,0.0015969531221328621,0.0022991949906227887,0.002035064843010526,0.004471278806691634,0.003953590674178754,0.005718667623644218,0.004989134223147704,10.653724093016864,24.43628521670782,13.224997753064185,14.442980584470408,-8.756088037253006,11.132684843996818,-1.1136353200167688,11.562948839233151,2.8043084999953862
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.006189266594083083,0.005283060327453595,0.000766307205489167,0.0022376128752027557,0.00598722838740913,0.005,True,used_close,training_data_region,7500.0,93.0,3.0,"dopt,aopt,iopt,latin",0.0019625086928639853,0.003372123179726422,0.001247875022456558,0.0028683677982002834,0.0018228551264159905,0.0037863131173065433,0.001346521860244939,0.0027549911906256342,0.0014567597613032025,0.0012395194948498266,0.0016786178825013158,0.0015071483638442055,0.003775769950231649,0.0033083924135625586,0.004200448559901245,0.0038254403296743445,-34.717387519569115,10.690449254739756,14.33899702582246,24.032241476356237,-25.130798834344706,-0.27923224173780653,7.567335671026902,27.03498287927707,2.970775199995842
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.006189266594083083,0.005283060327453595,0.000766307205489167,0.0022376128752027557,0.00598722838740913,0.005,True,used_close,training_data_region,7500.0,124.0,4.0,"dopt,aopt,iopt,latin",0.001517887955898415,0.003164688635278373,0.0013383665187997628,0.0029980843338444215,0.0016309959412111527,0.0035734663867767616,0.0013039779653854346,0.002706375544098886,0.0012671364058112517,0.0011603009081935399,0.0014279438856417857,0.001310646795096925,0.0033856242264199013,0.0030544448046255974,0.0038123738424735275,0.0034679379039842706,-19.788836382348755,6.5256973711803425,-5.621345315456224,11.446630419031484,-28.715103893408326,-5.54822826736127,-2.9074659527753086,20.06273103259545,3.1260115999903064
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.005670027546072153,0.005282828657575629,0.00039663129138312476,0.0010290062524926625,0.002616515346635137,0.005,True,used_close,training_data_region,7500.0,62.0,2.0,"dopt,aopt,iopt,latin",0.0010691873156917016,0.0022193421435040732,0.0017349992566659772,0.00218327473541822,0.0010805307209574469,0.00217289394741372,0.0012029368603838633,0.0031018286087011815,0.0011053667691998757,0.000875759365713989,0.0013243602323362068,0.0010997203400805195,0.0025819142519515354,0.0020889552567599006,0.0031719425249594193,0.0026805093010966743,3.2730722974748647,14.042763355654149,-56.961409100606815,15.439688449451968,2.246860402760839,15.84174626359718,-8.826942685694641,-20.136778607448708,2.9479117000009865
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.005670027546072153,0.005282828657575629,0.00039663129138312476,0.0010290062524926625,0.002616515346635137,0.005,True,used_close,training_data_region,7500.0,93.0,3.0,"dopt,aopt,iopt,latin",0.0011844708020337185,0.0020641762323881123,0.0009405940634780269,0.0018586997874877817,0.0009613894020548731,0.0022066046183665216,0.0008587198853644203,0.0023771606250187413,0.0008241273623138351,0.0006917584833820632,0.0009415030762243589,0.0008620390475802038,0.0020196548919504736,0.001794599388883922,0.0023846966185448954,0.00214824526642509,-43.72424168858762,-2.2044033668862273,-14.132124049030205,7.969436021183311,-16.65544016833255,-9.256518386440867,-4.1974729431944375,-17.701327810664125,3.09750260002329
highdim_poly2,Quadratic,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.005670027546072153,0.005282828657575629,0.00039663129138312476,0.0010290062524926625,0.002616515346635137,0.005,True,used_close,training_data_region,7500.0,124.0,4.0,"dopt,aopt,iopt,latin",0.0009432189411166704,0.001821531559745063,0.0008229020435070673,0.0017717361940188558,0.0008972532046535883,0.0019834422435107647,0.000564697050563762,0.0014452238369822717,0.0006894292422100508,0.0006127063085025899,0.0007718644437752404,0.0007115482875670879,0.0017869740160532319,0.0015684935750751284,0.002071301627805092,0.0018502143486914429,-36.81156576606255,-1.9338582084229734,-19.359898467484918,0.8527164859414595,-30.14434980699862,-10.994464703603182,18.092094737154508,19.12451865560757,3.2446470000140835
highdim_smooth,Smooth,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.0009982796878936046,0.0008871083990383179,0.00014767058121053768,0.0003520651750022354,0.0018111993607284223,0.005,True,used_close,training_data_region,7500.0,62.0,2.0,"dopt,aopt,iopt,latin",0.0003405672594096921,0.0007364001693498795,0.00036584452790659825,0.0006815076230202131,0.000504966279022704,0.0011822314722609475,0.0005659312526403376,0.0008163131067219444,0.00040647444055995135,0.00033039783101451703,0.0004712715011481766,0.0004274017291629068,0.00083643583794468,0.0007046337030635475,0.0010679127518317506,0.0010061420038428495,16.214348203411465,11.959754001049461,9.99568696063204,18.522426693858787,-24.230758107956834,-41.34156125662537,-39.22923465020865,2.4057710478046817,2.5730700999847613
highdim_smooth,Smooth,5,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,0,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,30,31,0.0009982796878936046,0.0008871083990383179,0.00014767058121053768,0.0003520651750022354,0.0018111993607284223,0.005,True,used_close,training_data_region,7500.0,93.0,3.0,"dopt,aopt,iopt,latin",0.000328147653314491,0.000655766897129633,0.00031509603515212915,0.0006170246775576258,0.0004859245097090657,0.0010827579336066112,0.00019050767612139699,0.00045896779869601336,0.0002861040362111222,0.000250644024510179,0.0003596252468436621,0.00031987309159391684,0.0006193296943842754,0.0005511274591774594,0.0007975644148716359,0.0006886425201814213,-14.695219843855655,-5.883328875677868,-10.133376419622815,0.37217928472511513,-69.84189253118114,-74.82738893749742,33.41314626515182,25.892815594396854,2.7403599999961443
