case,activation,hidden,n_hidden,q,data_seed,init_seed,special,n,p,max_order,NN_mse_vs_y,act_io_mean,TPR_mse_vs_NN,TPR_mse_vs_y,FPR_mse_vs_y,FPR_mse_vs_NN,FPR_r2_vs_y,shape_NN_FPR_in,mahal_NN_FPR,shape_NN_FPR_ext,abs_rmse_gap,NN_FPR_log10,well_specified
highdim_poly4,softplus,64,1,3,0,0,False,10000,20,1,0.000984232471657594,0.04171715740566385,0.0007834211637874435,0.0019058201788260116,0.007212486559572409,0.006278480590290261,0.7525102231838371,0.004421565034407961,0.04127579977599841,0.020236951809859634,0.05355388010068862,-0.8649873277431038,False
highdim_poly4,softplus,64,1,3,0,1,False,10000,20,1,0.001047987214466302,0.03891411861387913,0.0005928785070761663,0.0018512594842383088,0.007212486559572409,0.006512728404639461,0.7525102231838371,0.0044990305447466265,0.07875736052711914,0.020754180892843054,0.05255372898881093,-0.8377290326090662,False
highdim_poly4,softplus,64,1,3,0,2,False,10000,20,1,0.0009970233711032864,0.04638695356084577,0.0005552738945376275,0.001521215897378845,0.007212486559572409,0.0062717374227381625,0.7525102231838371,0.004435346795097024,0.024782221269012035,0.020617045541406163,0.053350682736799646,-0.8593796781842742,False
highdim_poly4,softplus,64,1,3,0,3,False,10000,20,1,0.0009472274447484551,0.04115523657986358,0.0006523590075402448,0.0017084293450965358,0.007212486559572409,0.006393519637609088,0.7525102231838371,0.004522535700500973,0.020571362589871505,0.021307452885376478,0.05414929926184762,-0.8816307441504451,False
highdim_poly4,softplus,64,1,3,0,4,False,10000,20,1,0.0009751737668587563,0.040898903657862355,0.00032316778284026355,0.0014188593038889756,0.007212486559572409,0.006368982666157567,0.7525102231838371,0.004492671603132338,0.03905396290458354,0.019358527822610258,0.053698587262802744,-0.8690030070439659,False
highdim_poly4,softplus,64,1,3,0,5,False,10000,20,1,0.0009773006118704499,0.036841083642532496,0.0003930119800609257,0.0015607761356882096,0.007212486559572409,0.006471717279076725,0.7525102231838371,0.004543030323383897,0.046671022259836444,0.022000479898294387,0.05366455206822656,-0.8680568461848558,False
highdim_poly4,softplus,64,1,3,0,6,False,10000,20,1,0.0009649706036151994,0.04283678080477413,0.0006522774865898555,0.001604820231610681,0.007212486559572409,0.006318598080079012,0.7525102231838371,0.00448313891937401,0.009453610035559001,0.01980397850724388,0.05386238364859835,-0.8735709334451613,False
highdim_poly4,softplus,64,1,3,0,7,False,10000,20,1,0.0009913432812630304,0.04633223964082686,0.001031862976160612,0.002322448549509489,0.007212486559572409,0.006509865464300857,0.7525102231838371,0.004510539869251899,0.07076455405307093,0.019804037989934797,0.05344075527780322,-0.8618609493136599,False
highdim_poly4,softplus,64,1,3,0,8,False,10000,20,1,0.0010482742099435687,0.029916865193449577,0.00013913839566843163,0.0012938462793249173,0.007212486559572409,0.00635957710139153,0.7525102231838371,0.004469097242846236,0.057516321179266666,0.021886982343489278,0.05254929660525758,-0.8376101156157604,False
highdim_poly4,softplus,64,1,3,0,9,False,10000,20,1,0.0009853208299714456,0.03313658372560052,0.0002940791251671721,0.0013781918660006518,0.007212486559572409,0.006331121845241551,0.7525102231838371,0.004492083057986233,0.02616057088514747,0.021642266877683586,0.05353653914419599,-0.8645073528597035,False
highdim_poly4,softplus,64,1,3,0,10,False,10000,20,1,0.0009330657719693924,0.0450022875746323,0.0008005229681715839,0.0018176071382615816,0.007212486559572409,0.006363314876133392,0.7525102231838371,0.004495894086723384,0.02383542920398746,0.019227211934874266,0.054380234309025825,-0.8881727585397683,False
highdim_poly4,softplus,64,1,3,0,11,False,10000,20,1,0.0010437476909247554,0.04641436019883341,0.0011927125816164456,0.002475788015535758,0.007212486559572409,0.0062338148504542,0.7525102231838371,0.0043428471908514565,0.06274984903875022,0.018343153067868607,0.05261927540549943,-0.8394894891529776,False
highdim_poly4,softplus,64,1,3,0,12,False,10000,20,1,0.0008857199151837984,0.04699495971911731,0.0014032945521343535,0.002364640692294526,0.007212486559572409,0.00643729921376419,0.7525102231838371,0.0045383685003133264,0.01751281371094113,0.01943895755246826,0.0551653126837806,-0.9107886070722806,False
highdim_poly4,softplus,64,1,3,0,13,False,10000,20,1,0.0012426479737530575,0.032123020935099084,0.0001301589218903787,0.001369188687750845,0.007212486559572409,0.005589960109806291,0.7525102231838371,0.0039914180184707155,0.010881479968242777,0.01829479876427771,0.049675147254646994,-0.7637369008558946,False
highdim_poly4,softplus,64,1,3,0,14,False,10000,20,1,0.0009381053714964772,0.04401758892755882,0.0009117571588485486,0.0019496045170822177,0.007212486559572409,0.006359266146732663,0.7525102231838371,0.004495453497265307,0.023051488073021764,0.018506073135767794,0.05429785376288067,-0.8858333941632566,False
highdim_poly4,softplus,64,1,3,0,15,False,10000,20,1,0.0010201870909118753,0.031136489760061857,0.0004363690650247432,0.001623293494862817,0.007212486559572409,0.006464165058335739,0.7525102231838371,0.004494463433336957,0.06829772240431053,0.02121535181886787,0.0529859918945742,-0.8494051930387237,False
highdim_poly4,softplus,64,1,3,0,16,False,10000,20,1,0.0009664332852471068,0.043744791174451916,0.0013030647612828528,0.002473498614382134,0.007212486559572409,0.00653791127907773,0.7525102231838371,0.004543045406124879,0.05961082607532248,0.020936679070844275,0.0538388495109003,-0.872913137645305,False
highdim_poly4,softplus,64,1,3,0,17,False,10000,20,1,0.0009243906441508657,0.04569131671996223,0.0011860690992337411,0.0020523765584302602,0.007212486559572409,0.006376297586512457,0.7525102231838371,0.004508168293059215,0.007167780462609394,0.02068552871462784,0.054522566374792365,-0.8922294755673393,False
highdim_poly4,softplus,64,1,3,0,18,False,10000,20,1,0.001017590329853379,0.039491942145601144,0.0008602566388209348,0.0018082459598003481,0.007212486559572409,0.006094576881318988,0.7525102231838371,0.004326484780949337,0.007978462800591349,0.019940307069643406,0.05302666793845655,-0.8505120456296675,False
highdim_poly4,softplus,64,1,3,0,19,False,10000,20,1,0.0010147096252481514,0.02867060926844759,0.00011400148709611889,0.0011807866913639555,0.007212486559572409,0.006285195298889772,0.7525102231838371,0.004478072518108643,0.01025258134683627,0.02371602725160172,0.05307185248564021,-0.8517432368706924,False
