case,activation,hidden,n_hidden,q,seed,special,NN_mse_vs_y,FPR_mse_vs_y,FPR_mse_vs_NN,TPR_mse_vs_NN,TPR_mse_vs_y,LTPR_mse_vs_NN,LTPR_mse_vs_y,LTPR_n_terms,shape_NN_LTPR,shape_LTPR_FPR,u_coverage,act_pair_mean,act_io_scaled_mean,act_io_unscaled_mean,act_io_scaled_sum,act_io_unscaled_sum,io_shape,shape_NN_FPR_in,shape_NN_FPR_ext,mahal_NN_FPR,distill_resid,abs_rmse_gap,NN_FPR_log10,well_specified
paper_poly4,softplus,4,1,3,0,True,0.0004961575614288449,0.0015298232667193276,0.0027447307229721803,0.003393004049339435,0.0038490702572997523,0.0006515505104340001,0.0011102000977765917,20,0.0006459890904768243,0.004587679644535642,0.935,0.1431081027630016,0.15161627460103483,0.2601648721713429,0.15161627460103483,0.2601648721713429,0.021028567243084367,0.003887661358079467,0.0299701004254741,0.004621267354993707,0.0020210815116577185,0.016838360699718505,-0.4890216473393179,False
paper_poly4,softplus,4,1,3,0,True,0.0004543225804809481,0.0015298232667193276,0.002874153934768275,0.00012602235763588992,0.0006303297389596782,0.00011335385100824087,0.0004923386125576106,20,0.0001336949193738913,0.004243648873948294,1.0,0.05400149221829832,0.055595488467114235,0.006831241808294018,0.055595488467114235,0.006831241808294018,0.02099121998242256,0.004001237723935767,0.027986822873069476,0.0029887722461480965,0.002120664205609685,0.017798111094093648,-0.5272769393114017,False
paper_poly4,softplus,4,1,3,0,True,0.0004945690161548555,0.0015298232667193276,0.002742315855276137,0.0019960844042965315,0.002421159043534953,0.0007389074021626009,0.0011186579652002172,20,0.0007576645837190367,0.0046925681893424595,0.955,0.10582592058508108,0.10795992909900659,0.061021958750676904,0.10795992909900659,0.061021958750676904,0.021012895197654542,0.0038701713357584457,0.028715251463642618,0.00504003106213972,0.0019612974297941784,0.01687404751819092,-0.4904143565965129,False
paper_poly4,softplus,4,1,3,0,True,7.263090083142743e-05,0.0015298232667193276,0.0013061056101421656,0.00025071388979945825,0.0004753621871905251,0.00010400236929241236,0.0002408076406439418,20,0.0001105331711625836,0.0017954026703186302,0.995,0.060470451058332465,0.07293668541228451,0.06388996306751449,0.07293668541228451,0.06388996306751449,0.021419314900991797,0.001891093870158817,0.019350976693153756,0.0039961307976600765,0.0012778053143465099,0.030590578750740754,-1.3235198310266587,False
paper_poly4,softplus,4,1,3,0,True,0.00026345677906647325,0.0015298232667193276,0.0009214795281550585,0.0003770415428100836,0.0007939089174581953,0.00011068772293151896,0.00044977878808476966,20,0.00010875861979078528,0.0014769803167128486,0.985,0.07668954839339268,0.07280967080344454,0.00010633577173961476,0.07280967080344454,0.00010633577173961476,0.021432462842856194,0.0013846807342485408,0.017073349391649846,0.0001500274309623161,0.0011219495484142352,0.02288160349608996,-0.7639318837353488,False
paper_poly4,softplus,4,1,3,0,True,0.0004452782741282135,0.0015298232667193276,0.0027579303076151114,0.0007846409864347957,0.0013244796314205937,0.0003234426083343851,0.0006582018503951023,20,0.00035038816164796106,0.00426886844757216,0.99,0.08826390214947824,0.09556068487937754,0.010856985228159352,0.09556068487937754,0.010856985228159352,0.021016442435608698,0.0038607868357109143,0.02848261415006791,0.0038269088825778614,0.001991812400146402,0.018011337420346725,-0.5360097560243406,False
paper_poly4,softplus,4,1,3,0,True,0.00021514183026738465,0.0015298232667193276,0.001008633488973227,0.0035797093188848195,0.003971487587687364,0.0020066078574000152,0.0028453883516634305,20,0.0015786452560636191,0.0026740275060671355,0.855,0.20131179184038095,0.19103711851146285,0.01632391007240885,0.19103711851146285,0.01632391007240885,0.021370168295742037,0.0014974417323357766,0.018750488748441763,0.00042226928068827576,0.0014312145165778856,0.024445241355417095,-0.8519164027575906,False
paper_poly4,softplus,4,1,3,0,True,0.00021133745030965656,0.0015298232667193276,0.0010790122624982211,0.0017572701196258017,0.0021465684156686954,0.0013149422931881876,0.0019562178491771215,20,0.0010971294064295377,0.0023398800851292386,0.91,0.1538105179951354,0.15014076904627577,0.0596634763163127,0.15014076904627577,0.0596634763163127,0.02139274592001293,0.0016057226581779513,0.0190821873348809,2.6251184568180085e-05,0.0014270396788447852,0.024575505304082618,-0.8596647981649833,False
paper_poly4,softplus,4,1,3,0,True,0.00043914522393606603,0.0015298232667193276,0.002621051887142043,0.0009661014562400948,0.0015141986399258914,0.0005695783850375874,0.0009469287205820618,20,0.0005981223545724146,0.004441931049411954,0.96,0.11474423926150149,0.11892208275652158,0.04867826671286743,0.11892208275652158,0.04867826671286743,0.02100637639805272,0.0037160366328480234,0.027587472867527885,0.0022576217263507894,0.0020507774542560574,0.01815716309531469,-0.542033097912611,False
paper_poly4,softplus,4,1,3,0,True,0.00010722873412305489,0.0015298232667193276,0.0010684310179459328,0.0009287163349835751,0.0012227407466806626,0.0003332651708094362,0.0004478359572284027,20,0.0003338254140309223,0.001850946067862474,0.96,0.12678410660102296,0.11216301154679727,0.45164417023822834,0.11216301154679727,0.45164417023822834,0.02141997151265266,0.001569500815240247,0.02109125784825434,0.001648916972397823,0.0010769464930345746,0.02875782441717283,-1.154330082714861,False
