case,case_label,p,n_total,train_n,test_n,data_seed,init_seed,initial_n,initial_fit_n,initial_valid_n,fpr_distance,tpr_distance,combined_distance,initial_nn_valid_mse,initial_fpr_valid_mse,initial_tpr_valid_mse,initial_fpr_mimic_mse,initial_tpr_mimic_mse,distance_norm,raw_dopt_weight,dopt_weight,normalization_low,normalization_high,p_dim,source_prefix
highdim_smooth,Smooth,50,10000,7500,2500,1,0,375,281,94,0.0062483026954803,0.4928463080842939,0.2495473053898871,0.0245962975717647,0.0447643804222049,5.553156419194028,0.0545792261844255,5.6898030155564046,0.2970834854760431,0.7029165145239569,0.7568957344405719,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,1,1,375,281,94,0.0036465365397685,0.5774731074773432,0.2905598220085558,0.0215650581104547,0.0397899298436201,9.652520382440697,0.0292214696875595,9.861126209104786,0.4236535227417107,0.5763464772582894,0.674625210217888,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,2,0,375,281,94,0.0055090601527008,0.647506361892893,0.3265077110227969,0.0202871094116216,0.0427315394856449,11.689544576745396,0.0353864595298465,11.553195744528017,0.5345934510192031,0.4654065489807969,0.6025142568375179,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,2,1,375,281,94,0.0055594090220835,0.3262942091496397,0.1659268090858616,0.0225488688536569,0.0427398094426974,2.56385354711974,0.0366811974085746,2.5097928638741687,0.0390196014237191,0.9609803985762808,0.9246372590745824,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,3,0,375,281,94,0.0043747900333889,0.2205897231045194,0.1124822565689541,0.0197839500752432,0.0457007415967855,1.8642786878387647,0.0372450882822128,1.7008301427311985,0.0,1.0,0.95,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,3,1,375,281,94,0.0045173022417151,0.1872012870572496,0.0958592946494824,0.0286636622013223,0.0333869576664513,1.4018642425392716,0.0327347754604607,1.3276335069895853,0.0,1.0,0.95,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,4,0,375,281,94,0.0046951638382962,0.8202426823630664,0.4124689231006813,0.0154497045460357,0.0303019925976925,43.76582120976919,0.0341189976123463,43.439298950778365,0.7998810927716532,0.2001189072283468,0.4300772896984254,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_smooth,Smooth,50,10000,7500,2500,4,1,375,281,94,0.0047629258670274,0.9523143295463258,0.4785386277066766,0.0196417445486897,0.0358831590686614,621.4745742040044,0.0360407202152947,620.8641468455668,1.0,0.0,0.3,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_strong,Strong nonlinear,50,10000,7500,2500,0,0,375,281,94,0.0070243018125313,0.7458823398806316,0.3764533208465814,0.0203176105866981,0.0501147825076061,28.44729492802032,0.0489185357530153,28.36415759337496,0.6887321925022198,0.3112678074977801,0.5023240748735571,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
highdim_strong,Strong nonlinear,50,10000,7500,2500,0,1,375,281,94,0.0092986876315408,0.3514932373252466,0.1803959624783937,0.0144971179153082,0.0613968449206542,3.861476080742144,0.0586029557244114,3.730459760458344,0.0836733177787361,0.916326682221264,0.8956123434438215,0.1532832791761315,0.4773134960005478,50,measure_weighted_sampling_grand_mean_p50
