case,case_label,p,device,cuda_name,data_seed,init_seed,n_original,n_train_pool,n_eval,hidden,activation,epochs,degree,include_special,n_fullpr_features,n_design_params,initial_fraction,initial_n,batch_size,iteration,selected_n,oracle_mse_vs_y,surrogate_mse_vs_y,dopt_mse_vs_nn,dopt_shape_vs_nn,pilot_mse_fullpr_vs_nn,pilot_shape_fullpr_vs_nn,random_mse_median,random_mse_q25,random_mse_q75,random_shape_median,random_shape_q25,random_shape_q75,mse_gain_vs_random_median_pct,shape_gain_vs_random_median_pct,elapsed_sec_path
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.05,375,500,5,2875,0.0056856283149976485,0.004481490948416454,0.001356692282520838,0.0018151584211959929,0.0027493154539393262,0.0032333162815607,0.0013781949284861804,0.0013678592585520436,0.001387520255635707,0.001778154712264069,0.0017712247613098893,0.0018376924473864477,1.5602035329618538,-2.081017398357211,1.0207282999981544
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.1,750,500,0,750,0.0056856283149976485,0.004627791862597553,0.0015247332753581117,0.0019558532405985376,0.0013787580411798938,0.0017756081239762801,0.0015376485833208996,0.0015279043751111397,0.0015509076011117145,0.002042522289894439,0.002009153322226181,0.0020915594290599844,0.8399388587797091,4.243236400635828,0.15212290000272333
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.1,750,500,1,1250,0.0056856283149976485,0.004553217086929689,0.0014403167743451209,0.0018386403170446818,0.0013787580411798938,0.0017756081239762801,0.0014475577007076602,0.0014262260454751467,0.0014533890312102065,0.0019189104770855664,0.0018318278681279847,0.002043957372075138,0.5002167691829842,4.18311124981706,0.31254270000135875
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.1,750,500,2,1750,0.0056856283149976485,0.004517631979699369,0.0014088305124978517,0.001915194772758528,0.0013787580411798938,0.0017756081239762801,0.0013967743650773906,0.0013937654525283116,0.0014048392152786234,0.0018642570384255091,0.0018111296419243985,0.0019519732738422452,-0.8631420880775641,-2.7323342909859285,0.4963943000002473
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.1,750,500,3,2250,0.0056856283149976485,0.004504178382991262,0.001370903212143406,0.0019443274064004793,0.0013787580411798938,0.0017756081239762801,0.0013814318156916072,0.001378880428897532,0.0013832037150247885,0.0018255648728349003,0.0017542728509721806,0.001878598141436247,0.7621515176215922,-6.5055225006139565,0.7108449000006658
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.1,750,500,4,2750,0.0056856283149976485,0.004491425339385673,0.0013596321701130098,0.0017319138663589874,0.0013787580411798938,0.0017756081239762801,0.0013771027263204082,0.001370259269359486,0.0013823383453762876,0.0018543019230983606,0.0018051894229685428,0.00187293013605311,1.2686458223838817,6.600222715342626,0.9433324000019638
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,1,1,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.1,750,500,5,3250,0.0056856283149976485,0.004482303598185933,0.0013571082568168858,0.0018322310518507352,0.0013787580411798938,0.0017756081239762801,0.0013706231803736401,0.0013639319506891859,0.001374089663896592,0.00187116512230538,0.0018188816627584229,0.0019199204824594629,0.9860422434319333,2.080739427564564,1.194953500002157
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.05,375,500,0,375,0.0060884491629224465,0.005019698952307036,0.002776497157014322,0.00366330896226395,0.0024918927936711526,0.0027328618536437243,0.0025449959403239793,0.0024797433870674688,0.0026339051495240027,0.0035660595630197904,0.0033631357590369086,0.003678686503612337,-9.09632950773479,-2.727082863467582,0.1560605000013311
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.05,375,500,1,875,0.0060884491629224465,0.004279885767751816,0.0020473009780486644,0.002690473034693791,0.0024918927936711526,0.0027328618536437243,0.0021021942661031234,0.0020790814536450464,0.002150838057450623,0.0028302805869207404,0.0027881016988337832,0.0029353026275069035,2.6112376453302657,4.9397064331016,0.32595579999906477
highdim_poly2,Quadratic,10,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,2,0,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,0.05,375,500,2,1375,0.0060884491629224465,0.004235172860967259,0.0019655853588881845,0.002757819568220199,0.0024918927936711526,0.0027328618536437243,0.0020109679938973626,0.0019946607847661337,0.0020294871052176583,0.002751273936055076,0.0026798303885640015,0.0028254202122110035,2.2567557090366295,-0.23791277485470627,0.5277062000022852
