budget,order,x1,x2,x3,nn_output
52,0,0.9992574465291753,0.9096113435031721,0.9697451088104381,0.6822452
52,1,-0.9797873037060285,0.9998307791940491,0.8500741477218061,1.1846251
52,2,0.9122498670727115,0.930654674206109,-0.9910389122008587,-0.9529693
52,3,0.7900175725801888,-0.9947022529425884,0.9382279722148612,0.40168715
52,4,0.9825182927449967,-0.8456649206835798,-0.9828340461611755,-1.3106432
52,5,-0.9879537951132293,-0.939279531663672,-0.878516348658551,-0.0361242
52,6,-0.9957759414209222,-0.860047354480189,0.9182661111503028,1.0754741
52,7,-0.9185640147953349,0.8300063868234764,-0.9692153007083364,0.092060156
52,8,-0.06069686217028636,0.9834050916585273,0.969757111861129,1.0297775
52,9,0.9625122778403117,-0.9361016085571838,0.12648939475534204,-0.31910884
52,10,0.9655013238417332,0.962980051864951,-0.12318743621016903,-0.114200205
52,11,-0.9499947184180157,-0.0076987839665561,0.9815974644151517,1.1716623
52,12,-0.12890263425914283,-0.9486056227814454,-0.9448298211532506,-0.6872535
52,13,-0.9717210287825673,-0.11478928556727852,-0.9818664771289818,-0.016759694
52,14,-0.047868357628427116,0.9738943371891648,-0.8792586869119057,-0.24375933
52,15,0.9863108417569015,-0.09965840178771224,0.840889833091417,0.47509766
52,16,-0.9573648499154335,-0.39941604071462833,0.03940141603115355,0.70828825
52,17,0.5857410696400471,0.28714462634777904,-0.5830973476296881,-0.48521042
52,18,0.45422715866199215,0.6264598987504748,0.5355975108991833,0.6176177
52,19,-0.5913915875463229,0.5592862423434004,0.2022926243015939,0.76872295
52,20,-0.04456220708306402,-0.6476692791231717,0.9753011417262225,0.8475981
52,21,-0.9853925318086136,0.9406698245725007,-0.5384057330894461,0.44778135
52,22,-0.5631073026980575,-0.9968626007231276,0.22796527876810257,0.5621661
52,23,0.9976223700339426,0.3100839660863153,-0.7031026275388177,-0.8873284
52,24,0.5297523733814573,-0.9918845858832817,-0.41937702476095406,-0.6206119
52,25,0.5460512109759146,-0.2786035404059011,-0.9913571380169399,-1.0579835
52,26,-0.5501798058571772,-0.6221381717187466,-0.6611444490948419,-0.047431543
52,27,-0.70477521479264,-0.9769866089501038,0.9806832761439415,1.0027071
52,28,0.74839355879244,0.9959409014271141,0.3609376101950581,0.4087573
52,29,0.7270715246689525,0.12476188084839346,0.9985977224151135,0.7235414
52,30,0.9927474049959575,-0.5358328968842727,0.18534375366930544,-0.15493068
52,31,-0.9538383780226074,0.8471781910062843,0.9911728106876267,1.2244772
52,32,-0.9994713817685918,0.9589331940570929,0.026304718131408666,0.81101704
52,33,0.10911497899631595,-0.993187541449025,0.7712289418509795,0.6054101
52,34,0.003137996223391726,0.6283585836832561,-0.9902325552183058,-0.4603262
52,35,-0.9901314459861623,-0.9342822518615694,0.275053230437839,0.7728875
52,36,-0.6134025039575741,-0.9818389376463947,-0.9760300859121476,-0.35993278
52,37,0.9850312110321333,-0.595016346727052,0.9699918600901687,0.4399119
52,38,-0.576660292543584,0.9770900010261641,-0.9717450661931379,-0.046576202
52,39,0.9843069610494022,-0.9931659251746909,-0.38852703906808395,-0.90968084
52,40,-0.9979501426642843,-0.052366919805000745,0.6824794181474307,1.0725901
52,41,-0.14313143656215677,0.998384856173256,-0.23456923001258745,0.35052776
52,42,0.5786004155717996,0.9821883738336192,-0.9983951097643446,-0.76620024
52,43,0.9976570296934149,-0.35562615139630704,-0.9765530740234833,-1.2461474
52,44,0.6236342460988344,0.9741869295682535,0.9921398836810373,0.83166814
52,45,-0.044438502605016694,0.24955419857106476,0.9998969847926484,0.99385315
52,46,-0.9996565783957969,0.6862011849803735,-0.973495429468928,0.10656143
52,47,0.9952624011395135,0.6377077626739509,0.9816254611041006,0.6757479
52,48,0.36949409662554666,-0.9472389377234303,-0.9863466192077401,-1.0864339
52,49,-0.9817410765448693,-0.946244664399003,-0.4418731975592103,0.3008161
52,50,-0.687227841002894,0.15146603318299046,-0.6054968330385391,0.19296844
52,51,-0.5837747596923868,0.9983401626027599,0.7606160391867376,1.073607
