case,activation,hidden,include_special,nn_mse_vs_y,fpr_mse_vs_y,fpr_mse_vs_nn,shape_nn_fpr,candidate_domain,budget,n_parameters,method,mse_vs_nn,shape_vs_nn,random_mse_median,random_mse_q25,random_mse_q75,random_shape_median,random_shape_q25,random_shape_q75,mse_gain_vs_random_median_pct,shape_gain_vs_random_median_pct
paper_poly3,tanh,"16,8,4",True,3.538707096595317e-05,6.005314561861182e-09,3.462771180704322e-05,4.570227917235653e-05,data,26,26,D-optimal,0.00012975803328398982,0.00021021831543563518,0.0009875660694480353,0.00019340259479274185,0.004638302198476938,0.0017592864758841122,0.0003206557548331452,0.00836682123098912,86.8608250831751,88.0509332438316
paper_poly3,tanh,"16,8,4",True,3.538707096595317e-05,6.005314561861182e-09,3.462771180704322e-05,4.570227917235653e-05,data,52,26,D-optimal,2.848863058580947e-05,4.6173170052492283e-05,3.3620319845720764e-05,2.2140250059809585e-05,5.700575887425978e-05,6.439747772046398e-05,4.1241417442079175e-05,0.00010151409126306325,15.26365389579856,28.299722773428506
paper_poly3,tanh,"16,8,4",True,3.538707096595317e-05,6.005314561861182e-09,3.462771180704322e-05,4.570227917235653e-05,data,78,26,D-optimal,1.961574749001272e-05,3.310044969679652e-05,2.160389334348897e-05,1.4844753830145569e-05,3.9555100751614384e-05,4.134582625796792e-05,2.8139910900063578e-05,7.564929621353423e-05,9.202720185042216,19.942464106839317
paper_poly3,tanh,"16,8,4",True,3.538707096595317e-05,6.005314561861182e-09,3.462771180704322e-05,4.570227917235653e-05,data,104,26,D-optimal,1.5613291108213305e-05,2.542052641275841e-05,1.4509220569073497e-05,1.033902609072779e-05,2.2538643138621183e-05,2.795948163265537e-05,2.0159639962222363e-05,4.311748558490929e-05,-7.609440726906737,9.080837954204341
