case,case_label,p,n_total,train_n,test_n,data_seed,init_seed,strategy,strategy_label,round,selected_n,test_mse,fpr_distance,tpr_distance,combined_distance,distance_norm,dopt_weight,batch_dopt_added,batch_random_added,batch_latin_added,p_dim,source_prefix
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,0,375,0.0101624637510537,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,1,875,0.0042081224245938,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,2,1375,0.0030221738560969,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,3,1875,0.0026311849100389,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,4,2375,0.0024165863529015,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,5,2875,0.0026872867224402,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,random,Random,6,3375,0.0022260841756166,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,0,375,0.0085790397586936,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,1,875,0.0048184481577222,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,2,1375,0.0027881729359149,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,3,1875,0.0025502014920424,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,4,2375,0.0022967025423867,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,5,2875,0.0020535365145047,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,dopt,D-optimal,6,3375,0.0018671263545467,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,0,375,0.0082567995189038,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,1,875,0.0041670390647913,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,2,1375,0.0030003321851367,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,3,1875,0.002448483511994,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,4,2375,0.0020079120664803,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,5,2875,0.0019819797728642,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,0,latin,Latin hypercube,6,3375,0.0017783652455283,0.0138035359606789,0.8006651892691872,0.407234362614933,0.2293061045457169,0.800951032045284,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,0,375,0.01166797413137,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,1,875,0.0042022692829837,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,322,178,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,2,1375,0.002864422794923,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,322,178,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,3,1875,0.0022557000223402,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,322,178,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,4,2375,0.0023249205057376,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,322,178,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,5,2875,0.001911105621948,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,322,178,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,measure_weighted,Measure-weighted,6,3375,0.0020177988556566,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,322,178,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,0,375,0.008319061975276,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,1,875,0.0040237152655787,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,2,1375,0.00398767478681,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,3,1875,0.0026775959823353,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,4,2375,0.0025528245844323,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,5,2875,0.0021720424866107,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,random,Random,6,3375,0.0019746631254169,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,0,375,0.0101572276464117,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,1,875,0.0045246593722932,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,2,1375,0.0031100554105768,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,3,1875,0.0024481148851902,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,4,2375,0.0022797075101967,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,5,2875,0.0020370596004663,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,dopt,D-optimal,6,3375,0.0020289732197167,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,0,375,0.0082933209630846,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,1,875,0.0040698515824876,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,2,1375,0.0025182055141528,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,3,1875,0.0024000571695236,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,4,2375,0.0020084902760001,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,5,2875,0.0020239901111274,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,0,1,latin,Latin hypercube,6,3375,0.0016744982420999,0.0229227008621773,0.9024350401728038,0.4626788705174905,0.4693082689121617,0.6449496252070948,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,0,375,0.0098152537741211,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,1,875,0.0039738337269337,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,475,25,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,2,1375,0.0017693215286083,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,475,25,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,3,1875,0.0015364550448876,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,475,25,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,4,2375,0.0012038213364725,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,475,25,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,5,2875,0.001671342779214,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,475,25,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,measure_weighted,Measure-weighted,6,3375,0.001350280600416,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,475,25,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,0,375,0.0116905961761769,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,1,875,0.0041640568486171,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,2,1375,0.0025561637694945,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,3,1875,0.001928460368431,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,4,2375,0.0014443044958915,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,5,2875,0.0014490470191982,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,random,Random,6,3375,0.0016898151370555,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,0,375,0.0097454614481523,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,1,875,0.0041620183453392,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,2,1375,0.0020250010151142,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,3,1875,0.0015749527164539,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,4,2375,0.0017539866864232,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,5,2875,0.0012701423233205,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,dopt,D-optimal,6,3375,0.001142437949203,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,0,375,0.01014880799984,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,1,875,0.0033313078901311,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,2,1375,0.0020069510865218,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,3,1875,0.0019296255892785,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,4,2375,0.001698898237863,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,5,2875,0.0016717270988191,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,0,latin,Latin hypercube,6,3375,0.001409719975847,0.0176090537412701,0.6886278900608727,0.3531184719010714,0.0,0.95,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,0,375,0.0097987726414051,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,1,875,0.0043042085874206,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,319,181,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,2,1375,0.0022544415928665,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,319,181,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,3,1875,0.0014007996774883,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,319,181,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,4,2375,0.0015908496135052,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,319,181,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,5,2875,0.0014393067374836,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,319,181,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,measure_weighted,Measure-weighted,6,3375,0.0014560890832256,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,319,181,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,0,375,0.0104806771124819,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,1,875,0.0034308973730769,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,2,1375,0.0031557975035581,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,3,1875,0.0016576047906437,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,4,2375,0.0014793010673627,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,5,2875,0.0014223673096824,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,random,Random,6,3375,0.001386166076704,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,500,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,0,375,0.0098220978023722,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,1,875,0.0038567108915744,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,2,1375,0.0025285428686463,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,3,1875,0.0015876066114898,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,4,2375,0.0014177333125521,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,5,2875,0.0014209187008839,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,dopt,D-optimal,6,3375,0.0013789888920599,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,500,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,0,375,0.0112270798814876,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,1,875,0.0036846708820757,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,2,1375,0.0024151191990722,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,3,1875,0.0016814012549527,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,4,2375,0.0015233205710406,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,5,2875,0.0013904078095233,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,1,1,latin,Latin hypercube,6,3375,0.0014339279650443,0.0144589086263286,0.915593697946002,0.4650263032861653,0.4794695809428644,0.638344772387138,0,0,500,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,2,0,measure_weighted,Measure-weighted,0,375,0.0086867418513282,0.0306165239395577,0.8901497933689548,0.4603831586542563,0.4593708407198819,0.6514089535320766,0,0,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,2,0,measure_weighted,Measure-weighted,1,875,0.0038369448353138,0.0306165239395577,0.8901497933689548,0.4603831586542563,0.4593708407198819,0.6514089535320766,326,174,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,2,0,measure_weighted,Measure-weighted,2,1375,0.0029778482987066,0.0306165239395577,0.8901497933689548,0.4603831586542563,0.4593708407198819,0.6514089535320766,326,174,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,2,0,measure_weighted,Measure-weighted,3,1875,0.0022341248454191,0.0306165239395577,0.8901497933689548,0.4603831586542563,0.4593708407198819,0.6514089535320766,326,174,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,2,0,measure_weighted,Measure-weighted,4,2375,0.0019795014307609,0.0306165239395577,0.8901497933689548,0.4603831586542563,0.4593708407198819,0.6514089535320766,326,174,0,20,measure_weighted_sampling_grand_mean_p20
highdim_strong,Strong nonlinear,20,10000,7500,2500,2,0,measure_weighted,Measure-weighted,5,2875,0.0019736988542599,0.0306165239395577,0.8901497933689548,0.4603831586542563,0.4593708407198819,0.6514089535320766,326,174,0,20,measure_weighted_sampling_grand_mean_p20
