case,activation,device,cuda_name,hidden,pilot_fraction,pilot_n,pilot_train_n,pilot_val_n,n_parameters,pilot_nn_mse_vs_y,pilot_fpr_mse_vs_y,pilot_fpr_mse_vs_nn,pilot_shape_nn_fpr,budget,dopt_mse_vs_nn,dopt_shape_vs_nn,random_mse_median,random_mse_q25,random_mse_q75,random_shape_median,random_shape_q25,random_shape_q75,mse_gain_vs_random_median_pct,shape_gain_vs_random_median_pct
paper_poly4,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.1,1000,750,250,26,2.642202707647812e-05,7.782507540380882e-07,2.88540689934167e-05,8.71009982278509e-05,26,0.000218623398604,0.0006437755550005,0.0029604442417301,0.0011360968579912,0.0218178316078613,0.01004628731831,0.0036334971536356,0.0679246209069559,92.61518269716724,93.59190579959584
paper_poly4,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.1,1000,750,250,26,2.642202707647812e-05,7.782507540380882e-07,2.88540689934167e-05,8.71009982278509e-05,52,4.787428721097134e-05,0.0001418110049099,8.257757252144379e-05,5.569096761134711e-05,0.0001725004355551,0.0002904262442255,0.0002004478983271,0.0006061256021402,42.02507321399002,51.17142209785341
paper_poly4,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.01,100,75,25,26,4.9000045692082494e-05,9.528305896776464e-07,5.510196549404544e-05,0.000160455595158,26,0.0010469513369103,0.0024282976841389,0.0114536373059723,0.0053512860630734,0.0439352424304377,0.0378492545794976,0.0178019723617657,0.126138885428204,90.85922393959102,93.58429192036364
paper_poly4,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.01,100,75,25,26,4.9000045692082494e-05,9.528305896776464e-07,5.510196549404544e-05,0.000160455595158,52,0.000239831384069,0.0005208635018927,0.0004617028592522,0.0001954219618182,0.000824814267495,0.0016324835931247,0.0007126571279018,0.0028447003090193,48.05503599058788,68.09379867054024
paper_poly4,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.005,50,37,13,26,3.551678673829883e-05,1.7281630756843664e-07,3.568130365640881e-05,0.0001234475284676,26,0.0308364061925611,0.04913305529813,0.1003043051854888,0.0219780805502091,0.6602058178534167,0.2429355228112667,0.0701699500378672,0.6606652032888336,69.25714590661225,79.7752692856282
paper_poly4,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.005,50,37,13,26,3.551678673829883e-05,1.7281630756843664e-07,3.568130365640881e-05,0.0001234475284676,52,0.0007697317602747,0.0018837712503477,0.0019743847531898,0.0009748373569846,0.0043361972001116,0.0066269212980806,0.0032745544530085,0.0133638836891596,61.014095199470674,71.57396073357049
smooth_nonlinear,softplus,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.1,1000,750,250,26,7.871626439737156e-05,4.853022822527697e-05,3.282906062891939e-05,0.0001423789966837,26,0.0865879419346308,0.1022218478594342,0.0545445047759711,0.0164132751342161,0.357097559415628,0.1721215492801747,0.0624356445293802,0.5160529772914622,-58.74732439183493,40.61066247257613
smooth_nonlinear,softplus,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.1,1000,750,250,26,7.871626439737156e-05,4.853022822527697e-05,3.282906062891939e-05,0.0001423789966837,52,0.0008215046959497,0.0024711283986543,0.0004704002972534,0.0003526090725438,0.0008227533403458,0.0019134409585182,0.0015136256463488,0.0034005021603257,-74.63949337327526,-29.14578773143899
smooth_nonlinear,softplus,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.01,100,75,25,26,0.004945492837578,0.0215492725030704,0.0261966823936817,0.0487424792710734,26,0.6829099072154271,0.4653276482246958,1.1084842378243949,0.1889894542963702,5.135263670271822,0.7426290482091253,0.4010289537074286,0.8742870293299123,38.392456661741626,37.340500032034974
smooth_nonlinear,softplus,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.01,100,75,25,26,0.004945492837578,0.0215492725030704,0.0261966823936817,0.0487424792710734,52,0.0058127261454614,0.0132229532182981,0.0200287003144059,0.0072247636001098,0.0442281656163821,0.0740929306294964,0.0277259642493203,0.1458339063303187,70.9780162755717,82.15355620845953
smooth_nonlinear,softplus,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.005,50,37,13,26,0.0023802111390978,0.0024352977601417,0.0062382661877657,0.0149757049473193,26,0.1429463116006088,0.2466676891443409,3.957575261383534,0.7458364466034828,23.23615846704799,0.8449945138324466,0.689862651165298,0.9154631106491016,96.38803302124352,70.80836797086562
smooth_nonlinear,softplus,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.005,50,37,13,26,0.0023802111390978,0.0024352977601417,0.0062382661877657,0.0149757049473193,52,0.0135445970485979,0.0228423265131357,0.0180277545182659,0.0091052590775428,0.0430496095939812,0.0664127817186395,0.0351211646630244,0.143044690920169,24.868085845775205,65.60552664409067
smooth_nonlinear_rand,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.1,1000,750,250,26,0.0001777723082341,0.0020424779441773,0.002022304771511,0.0089195850534472,26,0.0204426607618815,0.0473046727296914,2.1100564862150177,0.9101264556606088,12.878103206631156,0.8108577679696205,0.7229407192417918,0.913488193424521,99.03117945441586,94.1660948937886
smooth_nonlinear_rand,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.1,1000,750,250,26,0.0001777723082341,0.0020424779441773,0.002022304771511,0.0089195850534472,52,0.0062392125766817,0.0241217190576665,0.1234163342276737,0.0608325271141589,0.253370635720725,0.3190178911575283,0.2070624292115434,0.4782191957321482,94.94458118876554,92.43875665714452
smooth_nonlinear_rand,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.01,100,75,25,26,0.0010355507256463,0.0036763703849542,0.0028368230579854,0.0197732065692993,26,0.1866960318321331,0.3171570264149567,9.557269911911687,2.3134247043202425,40.994542163495424,0.9108896335973292,0.8378297806045182,0.949683868987269,98.04655478444272,65.18161863776791
smooth_nonlinear_rand,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.01,100,75,25,26,0.0010355507256463,0.0036763703849542,0.0028368230579854,0.0197732065692993,52,0.0100346793137431,0.0309224695056127,0.1671837799219013,0.0554600594878702,0.3193933284048885,0.3678669916460938,0.1855472394727744,0.5445924245532433,93.9978152674675,91.59411683901185
smooth_nonlinear_rand,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.005,50,37,13,26,0.0475711487233638,0.3953615594563243,0.649293766973329,0.3884271072741296,26,0.2288340827775287,0.3455118639709643,90.54649612961,12.298722612477029,1037.700683795874,0.9373221497223858,0.9127110095597538,0.9650670907962288,99.74727450253847,63.13840827582093
smooth_nonlinear_rand,tanh,cuda,NVIDIA GeForce RTX 4070 Ti SUPER,"16,8,4",0.005,50,37,13,26,0.0475711487233638,0.3953615594563243,0.649293766973329,0.3884271072741296,52,0.0107111110464456,0.0412082180336218,0.2403450468950285,0.1117791220841952,0.7823421048008146,0.4810239955964823,0.3071444762821544,0.7193667521605136,95.543444233688,91.43323027315456
